icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,extraction_time,data_source,flight_type
0a008b,DAH1087,Algeria,1752335405.0,1752335405,0.0766,40.5887,11277.6,False,231.49,147.62,0.33,,11704.32,7642.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1523b,N1842W,United States,1752335405.0,1752335405,-82.5967,34.6001,1485.9,False,71.91,146.08,2.93,,1577.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa7a61,SWA1607,United States,1752335404.0,1752335405,-82.3257,31.0128,11582.4,False,234.8,197.2,0.0,,12260.58,6561.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1a21f,AAY3075,United States,1752335404.0,1752335405,-90.0044,31.2513,10668.0,False,229.45,103.88,-0.33,,11308.08,6634.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a94c2a,PDT5957,United States,1752335405.0,1752335405,-80.8215,36.2038,5128.26,False,204.25,9.13,0.33,,5425.44,,False,0,2025-07-12T15:50:12.645690,api,real_time
47bf10,DOC89,Norway,1752335405.0,1752335405,9.1312,55.7762,297.18,False,60.05,334.09,0.33,,350.52,,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0090,DAH1125,Algeria,1752335405.0,1752335405,5.0779,42.217,11277.6,False,234.33,166.54,0.0,,11742.42,7644.0,False,0,2025-07-12T15:50:12.645690,api,real_time
391b39,FGGZZ,France,1752335398.0,1752335404,4.4433,43.8469,1402.08,False,90.24,266.08,-0.33,,1729.74,7070.0,False,0,2025-07-12T15:50:12.645690,api,real_time
710415,SVA100,Saudi Arabia,1752335405.0,1752335406,9.3021,46.8402,11887.2,False,269.06,125.27,-0.33,,12275.82,7270.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a0dbf4,N1544E,United States,1752335222.0,1752335222,-106.2292,43.278,2857.5,False,60.05,25.91,0.0,,2971.8,,False,0,2025-07-12T15:50:12.645690,api,real_time
c083aa,WJA63,Canada,1752335213.0,1752335213,-61.8308,45.9011,8785.86,False,231.02,225.81,-9.75,,9098.28,,False,0,2025-07-12T15:50:12.645690,api,real_time
a1a218,ENY4169,United States,1752335405.0,1752335405,-70.9935,42.2702,4617.72,False,186.58,293.74,9.43,,4899.66,,False,0,2025-07-12T15:50:12.645690,api,real_time
a9af3e,FFT2748,United States,1752335405.0,1752335405,-96.0025,37.1587,10668.0,False,242.14,99.66,0.0,,11254.74,6544.0,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1af,LBT736,Tunisia,1752335405.0,1752335405,4.3494,43.1491,11582.4,False,219.89,327.13,-0.65,,12047.22,6173.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1c868,ASA68,United States,1752335158.0,1752335158,-107.4999,55.8421,10363.2,False,220.04,301.42,0.0,,10485.12,,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1ac,LBT517,Tunisia,1752335405.0,1752335405,8.8631,39.9255,11262.36,False,236.86,150.32,0.0,,11826.24,5661.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e491f1,TAM4608,Brazil,1752335405.0,1752335405,-47.2899,-25.0036,9753.6,False,216.74,213.09,0.0,,10309.86,,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0078,DAH1078,Algeria,1752335405.0,1752335405,2.4142,49.7703,6949.44,False,200.43,37.28,-13.66,,7246.62,5571.0,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1aa,DAH1075,Tunisia,1752335405.0,1752335406,3.1644,39.322,11262.36,False,223.79,180.4,0.0,,11765.28,7631.0,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1ab,LBT844,Tunisia,1752335405.0,1752335405,5.8647,42.1688,10980.42,False,229.43,326.06,0.33,,11452.86,6153.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a83f8c,UPS201,United States,1752335405.0,1752335405,-84.1397,38.3868,8481.06,False,264.24,68.53,5.85,,8968.74,5406.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a880b0,QXE2422,United States,1752335402.0,1752335402,-117.5193,47.6305,,True,7.2,225.0,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa7a3c,SWA23,United States,1752335404.0,1752335404,-96.852,32.847,,True,4.12,292.5,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1b4,LBT167,Tunisia,1752335375.0,1752335378,10.2509,38.8558,11033.76,False,232.67,177.97,-4.88,,11612.88,3754.0,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1b3,LBT363,Tunisia,1752335405.0,1752335405,4.4905,50.8922,,True,6.69,194.06,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1b0,LBT2423,Tunisia,1752335405.0,1752335405,12.1044,40.513,10675.62,False,230.28,192.51,0.0,,11209.02,1130.0,False,0,2025-07-12T15:50:12.645690,api,real_time
02a1b1,LBT722,Tunisia,1752335405.0,1752335405,7.9777,39.1979,11597.64,False,230.78,327.66,0.0,,12169.14,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa31af,N756PY,United States,1752335405.0,1752335405,-71.3604,42.8139,579.12,False,59.29,308.66,0.65,,601.98,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa31c2,EJA756,United States,1752335405.0,1752335405,-100.8266,41.886,12496.8,False,255.0,69.08,0.0,,12992.1,654.0,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0075,DAH1122,Algeria,1752335405.0,1752335405,2.1517,48.6613,830.58,False,94.6,61.76,-5.2,,906.78,1000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c083f2,ACA71,Canada,1752335405.0,1752335405,-5.1415,41.3092,11887.2,False,223.3,300.76,0.0,,12412.98,4211.0,False,0,2025-07-12T15:50:12.645690,api,real_time
3ef564,D5325,Germany,1752335405.0,1752335405,10.6058,47.9002,1828.8,False,30.87,359.05,-0.33,,2118.36,7000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a22ef3,N24PH,United States,1752335405.0,1752335405,-83.4857,40.8661,9784.08,False,209.54,249.3,-3.25,,10287.0,3332.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ab64b8,AAL2382,United States,1752335405.0,1752335405,-92.2202,31.9673,10668.0,False,234.21,103.33,-0.33,,11292.84,,False,0,2025-07-12T15:50:12.645690,api,real_time
a0eeea,UAL761,United States,1752335405.0,1752335405,1.6211,55.5588,10972.8,False,248.53,310.38,0.0,,11391.9,616.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa44cd,UAL345,United States,1752335405.0,1752335405,-104.1807,44.0214,9753.6,False,234.07,270.0,0.0,,10172.7,3103.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a893c2,N6517D,United States,1752335405.0,1752335405,-88.1829,41.5514,510.54,False,50.22,316.66,0.0,,480.06,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa44cf,UAL963,United States,1752335405.0,1752335405,-74.1516,40.7134,60.96,False,77.54,205.55,-4.88,,91.44,2450.0,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0086,DAH1214,Algeria,1752335405.0,1752335405,2.4009,48.9839,731.52,False,97.07,85.14,-5.85,,815.34,5576.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa8d67,N7794N,United States,1752335405.0,1752335405,-80.2376,35.6467,1005.84,False,59.51,145.21,0.65,,1051.56,,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0084,DAH3017,Algeria,1752335404.0,1752335405,17.1816,38.844,12199.62,False,220.92,251.82,0.0,,12877.8,2311.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a916cc,LFA542,United States,1752335402.0,1752335403,-81.2193,28.7967,213.36,False,49.39,90.6,0.0,,259.08,,False,0,2025-07-12T15:50:12.645690,api,real_time
ad4eb5,AAL1609,United States,1752335405.0,1752335405,-74.8613,40.5243,3002.28,False,151.32,111.33,0.0,,3162.3,2356.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1a267,N204RS,United States,1752335406.0,1752335406,-82.7514,35.7778,3284.22,False,79.83,26.4,-0.33,,3459.48,3425.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aaeebc,N803TS,United States,1752335405.0,1752335405,-117.9381,33.6828,1341.12,False,84.88,30.61,0.0,,1371.6,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac9850,SKW5832,United States,1752335399.0,1752335404,-103.0607,44.0392,,True,0.0,129.38,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa4548,AAL153,United States,1752335405.0,1752335405,-6.1943,53.2895,9753.6,False,259.58,301.55,0.0,,10165.08,7731.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4bef6,JBU34,United States,1752335405.0,1752335406,-66.9668,43.595,10370.82,False,243.82,234.53,0.0,,10858.5,,False,0,2025-07-12T15:50:12.645690,api,real_time
3c64fa,,Germany,1752335186.0,1752335186,8.5596,50.046,,True,1.03,320.62,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080a4,EXS35TJ,United Kingdom,1752335405.0,1752335405,11.2008,47.9488,11582.4,False,214.64,307.5,-0.33,,11910.06,3544.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a7883b,N5848G,United States,1752335284.0,1752335287,-85.7283,38.3876,274.32,False,33.32,278.88,-1.63,,297.18,,False,0,2025-07-12T15:50:12.645690,api,real_time
a27260,N257K,United States,1752335405.0,1752335405,-73.3794,39.9282,9745.98,False,182.99,224.2,0.33,,10325.1,7351.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a53570,N4348F,United States,1752335405.0,1752335405,-71.4913,42.7505,464.82,False,41.85,200.89,2.6,,510.54,,False,0,2025-07-12T15:50:12.645690,api,real_time
a2d573,ASA390,United States,1752335317.0,1752335317,-117.1817,32.7306,,True,6.69,106.88,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
a6b840,JIA5061,United States,1752335405.0,1752335405,-85.1244,30.4719,4823.46,False,195.56,88.49,11.05,,5113.02,,False,0,2025-07-12T15:50:12.645690,api,real_time
a5dee4,,United States,1752335185.0,1752335389,-80.4224,26.7824,396.24,False,38.39,237.59,0.65,,525.78,4363.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a2725d,JSX103,United States,1752335403.0,1752335404,-115.1654,36.0882,,True,5.14,25.31,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
abb537,ASH6042,United States,1752335405.0,1752335405,-95.4222,29.8923,1790.7,False,125.01,270.24,-0.33,,1912.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
e4929c,AZU2569,Brazil,1752335405.0,1752335405,-44.7314,-13.2155,11879.58,False,236.07,32.27,0.0,,12580.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
a41558,N362SP,United States,1752335404.0,1752335405,-84.0394,39.1315,487.68,False,49.61,40.79,4.88,,495.3,5506.0,True,0,2025-07-12T15:50:12.645690,api,real_time
a4abde,N40SF,United States,1752335295.0,1752335317,-81.4913,30.4427,769.62,False,55.26,28.95,0.98,,815.34,,False,0,2025-07-12T15:50:12.645690,api,real_time
a69bd9,DAL295,United States,1752335405.0,1752335405,-84.9055,35.5337,7924.8,False,248.0,348.27,4.55,,8382.0,4166.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a83ee4,N630MW,United States,1752335405.0,1752335405,-82.6916,29.4475,7101.84,False,107.01,0.55,-8.78,,7604.76,,False,0,2025-07-12T15:50:12.645690,api,real_time
aaa86a,SKW5256,United States,1752335403.0,1752335405,-102.9321,38.4165,10363.2,False,232.65,312.58,0.65,,10873.74,,False,0,2025-07-12T15:50:12.645690,api,real_time
aaa86c,ENY4333,United States,1752335405.0,1752335405,-74.1849,40.6523,426.72,False,87.55,199.93,8.78,,464.82,3335.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ad4eca,JXA957,United States,1752335405.0,1752335405,-79.2416,37.7244,6400.8,False,206.77,112.99,0.0,,6751.32,4154.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4abe6,N40SP,United States,1752335198.0,1752335217,-84.4026,39.5523,487.68,False,43.07,97.55,-3.9,,495.3,1200.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a9f0f2,SCM7,United States,1752335405.0,1752335405,-108.6218,38.2977,13106.4,False,207.87,269.01,-0.33,,13693.14,5630.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a2c224,SKW3829,United States,1752335401.0,1752335401,-115.1394,36.0789,,True,8.75,42.19,,,,1772.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a69bbf,N525CM,United States,1752335406.0,1752335406,-96.0491,32.775,9806.94,False,140.6,38.46,3.58,,10378.44,,False,0,2025-07-12T15:50:12.645690,api,real_time
a57bf8,N4520X,United States,1752335405.0,1752335405,-80.1696,25.7298,121.92,False,41.19,170.66,-2.6,,160.02,,False,0,2025-07-12T15:50:12.645690,api,real_time
a65576,N507RP,United States,1752335405.0,1752335405,-98.5634,50.3937,12489.18,False,251.92,105.88,0.0,,12763.5,,False,0,2025-07-12T15:50:12.645690,api,real_time
a91829,N6850G,United States,1752335386.0,1752335386,-84.0428,34.2005,662.94,False,37.6,196.7,-3.9,,716.28,,False,0,2025-07-12T15:50:12.645690,api,real_time
a64241,N502KB,United States,1752335363.0,1752335363,-98.364,40.4718,624.84,False,52.18,189.65,3.58,,662.94,,False,0,2025-07-12T15:50:12.645690,api,real_time
a1fbd9,RPA5630,United States,1752335405.0,1752335405,-73.2872,41.5027,10119.36,False,236.82,225.44,3.9,,10668.0,2412.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1c88f,MXY244,United States,1752335405.0,1752335405,-99.1661,34.0648,10965.18,False,216.18,279.04,0.33,,11597.64,5554.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a70bc9,JIA5630,United States,1752335401.0,1752335401,-77.6663,43.1263,,True,0.0,300.94,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac986d,N910U,United States,1752335405.0,1752335405,-84.2667,33.2788,495.3,False,51.97,1.13,1.3,,548.64,,False,0,2025-07-12T15:50:12.645690,api,real_time
abb52c,SWA971,United States,1752335405.0,1752335405,-103.3741,39.3989,11277.6,False,245.9,90.12,0.33,,11795.76,1341.0,False,0,2025-07-12T15:50:12.645690,api,real_time
49410b,NJE858E,Portugal,1752335402.0,1752335402,2.0489,41.209,525.78,False,81.99,18.66,-4.88,,579.12,6325.0,False,0,2025-07-12T15:50:12.645690,api,real_time
aa9eb3,SWA540,United States,1752335393.0,1752335393,-89.2556,33.0638,11887.2,False,224.79,111.34,0.0,,12542.52,2126.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ad4ef7,N957DD,United States,1752335405.0,1752335405,-87.4809,37.4506,2011.68,False,22.62,287.2,-1.3,,2118.36,,False,0,2025-07-12T15:50:12.645690,api,real_time
a057c7,DAL2652,United States,1752335405.0,1752335405,-79.7874,38.7333,10972.8,False,235.71,256.75,0.0,,11628.12,442.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080db,BAW625,United Kingdom,1752335405.0,1752335405,28.0966,36.4066,,True,8.23,70.31,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
a65509,N507ME,United States,1752335204.0,1752335204,-76.579,39.2656,53.34,False,42.4,35.62,-1.3,,68.58,5214.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080da,GCOSA,United Kingdom,1752335405.0,1752335405,-1.9968,51.4081,922.02,False,56.66,57.61,0.0,,1021.08,,False,0,2025-07-12T15:50:12.645690,api,real_time
c07193,WJA265,Canada,1752335405.0,1752335405,-113.6843,51.2368,3253.74,False,176.24,209.56,-6.18,,3352.8,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac8564,N9059T,United States,1752335405.0,1752335405,-116.4167,46.5885,2872.74,False,66.49,176.45,0.0,,2994.66,,False,0,2025-07-12T15:50:12.645690,api,real_time
4a08e7,ROT384J,Romania,1752335405.0,1752335405,14.1386,46.6007,11887.2,False,256.6,112.14,0.33,,12252.96,7550.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080de,EXS5KV,United Kingdom,1752335405.0,1752335405,15.1298,45.6193,10668.0,False,257.86,127.62,0.33,,11033.76,7505.0,False,0,2025-07-12T15:50:12.645690,api,real_time
494115,NJE390M,Portugal,1752335405.0,1752335405,12.8949,47.9989,1912.62,False,153.32,114.59,-15.93,,2011.68,1000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080e9,BAW568J,United Kingdom,1752335405.0,1752335405,4.8468,46.6336,10668.0,False,245.36,137.21,0.0,,11071.86,2211.0,False,0,2025-07-12T15:50:12.645690,api,real_time
494114,NJE684U,Portugal,1752335405.0,1752335405,21.8328,38.1541,11109.96,False,232.22,126.9,-10.08,,11765.28,206.0,False,0,2025-07-12T15:50:12.645690,api,real_time
769104,SIA7446,Singapore,1752335405.0,1752335405,144.0732,37.0065,8839.2,False,271.41,80.95,0.0,,9349.74,4301.0,False,0,2025-07-12T15:50:12.645690,api,real_time
769101,SIA7411,Singapore,1752335194.0,1752335403,-109.0056,49.1789,9753.6,False,218.1,296.32,0.0,,10134.6,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080e1,BAW39GT,United Kingdom,1752335405.0,1752335405,-0.8432,51.3561,1958.34,False,126.24,288.29,-9.1,,2103.12,2342.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a2c27e,SWA930,United States,1752335406.0,1752335406,-96.9811,32.4856,2468.88,False,144.08,65.08,-6.5,,2613.66,2532.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080e2,EXS67MN,United Kingdom,1752335405.0,1752335405,-1.2392,53.3678,10668.0,False,222.49,112.0,0.0,,11079.48,4731.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a78824,N5847U,United States,1752335405.0,1752335405,-73.365,44.2048,891.54,False,42.19,180.7,0.0,,929.64,,False,0,2025-07-12T15:50:12.645690,api,real_time
ac1bdb,N88DV,United States,1752335394.0,1752335395,-112.0838,40.2543,1516.38,False,37.42,288.43,-0.65,,1584.96,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080e0,BAW657,United Kingdom,1752335405.0,1752335405,5.878,50.3453,11582.4,False,221.56,299.18,0.0,,11955.78,3556.0,False,0,2025-07-12T15:50:12.645690,api,real_time
0a0021,DAH1001,Algeria,1752335405.0,1752335405,3.1172,39.799,10668.0,False,232.59,178.73,0.33,,11132.82,7626.0,False,0,2025-07-12T15:50:12.645690,api,real_time
e491a1,TAM3419,Brazil,1752335405.0,1752335405,-50.6751,-28.4613,9144.0,False,237.05,29.51,5.2,,9601.2,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080cb,NJU610L,United Kingdom,1752335405.0,1752335405,-1.4238,52.3967,2796.54,False,150.27,313.75,-6.18,,2971.8,6262.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080cf,TOM17B,United Kingdom,1752335405.0,1752335405,-5.7649,44.2659,10668.0,False,248.53,203.81,0.0,,11132.82,2017.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ae151e,G27060,United States,1752335403.0,1752335403,-75.5518,39.5695,-30.48,False,2.12,75.96,-0.33,,-7.62,,False,0,2025-07-12T15:50:12.645690,api,real_time
494104,NJE088B,Portugal,1752335405.0,1752335405,5.1108,46.1147,13106.4,False,207.98,333.24,0.0,,13563.6,4046.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a057cc,DAL755,United States,1752335405.0,1752335405,-90.294,36.5782,10675.62,False,241.16,124.57,0.0,,11277.6,,False,0,2025-07-12T15:50:12.645690,api,real_time
494108,NJE775W,Portugal,1752335405.0,1752335406,-3.6071,38.7709,10363.2,False,211.79,7.68,-0.33,,10873.74,4612.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a6fea5,N55SC,United States,1752335395.0,1752335395,-102.2641,31.9654,1104.9,False,82.69,113.85,-6.18,,1165.86,,False,0,2025-07-12T15:50:12.645690,api,real_time
acc21a,N921CG,United States,1752335405.0,1752335405,-90.8013,29.9193,2346.96,False,152.2,262.03,-6.5,,2499.36,1612.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a6b833,DAL459,United States,1752335405.0,1752335405,-113.4191,47.5871,10058.4,False,251.17,91.76,0.0,,10584.18,6660.0,False,0,2025-07-12T15:50:12.645690,api,real_time
3c64f0,DLH416,Germany,1752335405.0,1752335405,-70.8553,43.5241,10972.8,False,247.08,217.9,0.0,,11498.58,2522.0,False,0,2025-07-12T15:50:12.645690,api,real_time
c02f21,WJA703,Canada,1752335405.0,1752335405,-112.0289,51.0795,11582.4,False,198.92,260.17,0.33,,11963.4,2276.0,True,0,2025-07-12T15:50:12.645690,api,real_time
ac7256,AAL1923,United States,1752335405.0,1752335406,-104.7239,39.7754,10980.42,False,218.38,316.91,0.0,,11498.58,2241.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a27299,NIT257,United States,1752335234.0,1752335234,-83.1177,31.866,1318.26,False,50.06,219.58,0.0,,1402.08,,False,0,2025-07-12T15:50:12.645690,api,real_time
3c64f4,DLH432,Germany,1752335405.0,1752335405,8.2775,49.8893,1653.54,False,140.48,279.91,8.45,,1729.74,121.0,False,0,2025-07-12T15:50:12.645690,api,real_time
0d0a8d,AMX672,Mexico,1752335293.0,1752335329,-94.1357,17.5665,11277.6,False,232.63,131.05,-0.33,,11986.26,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080c9,BRO09,United Kingdom,1752335405.0,1752335405,0.976,51.2442,914.4,False,52.78,46.97,0.65,,998.22,7066.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080c1,RUK3441,United Kingdom,1752335405.0,1752335405,0.9427,47.2416,11277.6,False,227.51,170.37,0.33,,11681.46,2257.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a4bed7,N4047N,United States,1752335350.0,1752335350,-116.6348,43.6397,762.0,False,32.38,315.64,-7.48,,777.24,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080c2,RUK861,United Kingdom,1752335405.0,1752335405,-5.5036,54.2294,10668.0,False,230.14,208.0,0.0,,11087.1,1432.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4b4b05,HB1630,Switzerland,1752335405.0,1752335405,8.875,47.825,2072.64,False,23.56,31.61,-0.33,,2186.94,7000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080c0,BAW71K,United Kingdom,1752335405.0,1752335405,-5.9363,56.1898,10972.8,False,257.46,310.95,0.33,,11407.14,4455.0,False,0,2025-07-12T15:50:12.645690,api,real_time
acd53d,N926JA,United States,1752335405.0,1752335405,-73.3337,40.8517,297.18,False,56.75,224.27,0.0,,320.04,,False,0,2025-07-12T15:50:12.645690,api,real_time
acc20a,N921BR,United States,1752335405.0,1752335406,-82.2284,26.7764,8031.48,False,219.11,122.05,-9.75,,8519.16,1043.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1a276,N204SG,United States,1752335181.0,1752335187,-78.3773,35.5355,327.66,False,59.22,341.25,-2.6,,373.38,3005.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4ca703,RYR12GL,Ireland,1752335387.0,1752335387,7.6452,45.1938,,True,4.37,202.5,,,,3547.0,True,0,2025-07-12T15:50:12.645690,api,real_time
abb57a,ASH6318,United States,1752335405.0,1752335405,-97.1293,25.4515,8534.4,False,228.42,180.52,0.0,,9044.94,,False,0,2025-07-12T15:50:12.645690,api,real_time
ade203,N994FG,United States,1752335100.0,1752335100,-75.9603,36.0089,1021.08,False,61.34,112.69,0.0,,1051.56,,False,0,2025-07-12T15:50:12.645690,api,real_time
4080ad,EZY23CG,United Kingdom,1752335405.0,1752335405,9.8734,49.7773,11277.6,False,252.77,113.38,-0.33,,11582.4,3436.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a53557,N4347R,United States,1752335191.0,1752335321,-88.226,41.8824,510.54,False,32.88,249.86,-3.25,,487.68,5121.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4080b6,BAW26E,United Kingdom,1752335404.0,1752335405,-80.6592,37.2025,11582.4,False,247.3,239.22,0.0,,12268.2,2417.0,False,0,2025-07-12T15:50:12.645690,api,real_time
adf51c,N999LR,United States,1752335405.0,1752335405,-75.5118,37.9421,7101.84,False,220.88,25.97,-9.75,,7505.7,3320.0,False,0,2025-07-12T15:50:12.645690,api,real_time
3c64f8,DLH450,Germany,1752335404.0,1752335405,-22.9493,62.5469,10363.2,False,272.05,305.22,0.0,,10469.88,,False,0,2025-07-12T15:50:12.645690,api,real_time
a2727a,N257LA,United States,1752335405.0,1752335405,-86.8723,36.2275,403.86,False,69.97,180.42,-5.2,,441.96,,False,0,2025-07-12T15:50:12.645690,api,real_time
acd552,JSX900,United States,1752335404.0,1752335404,-104.3293,35.8336,9273.54,False,211.27,299.62,-5.53,,9761.22,,False,0,2025-07-12T15:50:12.645690,api,real_time
4a08ea,ROT7367,Romania,1752335403.0,1752335404,30.7921,36.9072,11277.6,False,230.77,171.8,0.0,,12070.08,5624.0,False,0,2025-07-12T15:50:12.645690,api,real_time
ac857b,PDT6006,United States,1752335405.0,1752335406,-80.8544,35.117,3307.08,False,133.28,281.35,-0.33,,3497.58,,False,0,2025-07-12T15:50:12.645690,api,real_time
a1a286,SKW4640,United States,1752335405.0,1752335405,-103.215,39.0583,8534.4,False,221.63,301.33,0.0,,8961.12,1555.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4a08ec,ROT363T,Romania,1752335405.0,1752335405,17.8325,49.3765,11026.14,False,215.27,300.92,6.18,,11269.98,1000.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4a08eb,ROT416M,Romania,1752335405.0,1752335405,26.172,44.5719,274.32,False,75.5,264.13,-3.25,,358.14,6041.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a45bdd,LXJ380,United States,1752335401.0,1752335401,-97.6618,30.1848,,True,0.0,177.19,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
782191,HLF8878,China,1752335405.0,1752335405,20.2762,45.345,10058.4,False,262.3,154.19,0.0,,10386.06,113.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a8d249,DAL2542,United States,1752335405.0,1752335405,-86.0933,33.1988,8709.66,False,245.59,253.2,4.23,,9227.82,7276.0,False,0,2025-07-12T15:50:12.645690,api,real_time
31de9f,ID578,Italy,1752335404.0,1752335405,8.1769,44.884,609.6,False,42.98,101.04,-0.98,,685.8,,False,0,2025-07-12T15:50:12.645690,api,real_time
7103f3,SVA261,Saudi Arabia,1752335404.0,1752335405,33.094,28.94,10972.8,False,236.45,308.64,0.0,,11811.0,5223.0,False,0,2025-07-12T15:50:12.645690,api,real_time
4009c6,BAW618,United Kingdom,1752335405.0,1752335405,6.2199,45.7256,11277.6,False,248.33,132.48,0.33,,11704.32,544.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a08d4c,N1346W,United States,1752335406.0,1752335406,-115.2117,36.2816,1988.82,False,48.05,74.48,1.95,,2057.4,,False,0,2025-07-12T15:50:12.645690,api,real_time
aa328f,RPA3601,United States,1752335405.0,1752335405,-87.3578,36.5145,10363.2,False,213.8,246.46,-0.33,,10934.7,566.0,False,0,2025-07-12T15:50:12.645690,api,real_time
40818f,GCMVT,United Kingdom,1752335405.0,1752335405,-1.0658,51.0724,1082.04,False,42.98,132.09,-0.33,,998.22,4572.0,False,0,2025-07-12T15:50:12.645690,api,real_time
a1c7ac,,United States,1752335349.0,1752335349,-122.0526,37.9844,,True,2.83,70.31,,,,,False,0,2025-07-12T15:50:12.645690,api,real_time
3c6635,DLH864,Germany,1752335403.0,1752335403,11.1052,60.198,,True,7.2,196.88,,,,3665.0,False,0,2025-07-12T15:50:12.645690,api,real_time
