flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
LX3100,LX,IGR,KIX,2025-07-12 15:00:00,2025-07-12 16:45:00,A350,Cancelled,A36,2025-07-12,schedule,scheduled,105.0
AT9144,AT,SAW,IKT,2025-07-12 08:45:00,2025-07-12 10:15:00,A350,Scheduled,D11,2025-07-12,schedule,scheduled,90.0
UA1122,UA,SZX,PMR,2025-07-12 22:15:00,2025-07-12 23:15:00,A320,Cancelled,C15,2025-07-12,schedule,scheduled,60.0
FD4140,FD,CBQ,HMO,2025-07-12 08:00:00,2025-07-12 11:00:00,B737,Cancelled,D50,2025-07-12,schedule,scheduled,180.0
OK6143,OK,BGW,KUL,2025-07-12 22:15:00,2025-07-13 02:15:00,B737,On Time,D32,2025-07-12,schedule,scheduled,240.0
AS2724,AS,RPN,PMC,2025-07-12 19:30:00,2025-07-13 01:45:00,A350,Cancelled,A18,2025-07-12,schedule,scheduled,375.0
JJ6647,JJ,YNY,TCP,2025-07-12 14:45:00,2025-07-12 19:45:00,A350,Scheduled,A41,2025-07-12,schedule,scheduled,300.0
SA8410,SA,RUH,SCY,2025-07-12 21:00:00,2025-07-13 02:15:00,B787,Cancelled,C9,2025-07-12,schedule,scheduled,315.0
SB1310,SB,KSW,DRW,2025-07-12 21:30:00,2025-07-13 00:15:00,A350,Delayed,C3,2025-07-12,schedule,scheduled,165.0
QZ667,QZ,CTU,ESB,2025-07-12 16:45:00,2025-07-12 19:15:00,A350,On Time,B6,2025-07-12,schedule,scheduled,150.0
6E1892,6E,IPC,AMM,2025-07-12 11:00:00,2025-07-12 16:45:00,A320,Cancelled,A28,2025-07-12,schedule,scheduled,345.0
SY7400,SY,CNS,XMS,2025-07-12 20:45:00,2025-07-13 03:15:00,B737,Cancelled,C49,2025-07-12,schedule,scheduled,390.0
IC3197,IC,KHH,ETM,2025-07-12 23:15:00,2025-07-13 05:45:00,B737,Delayed,B32,2025-07-12,schedule,scheduled,390.0
EY1385,EY,KHH,AMS,2025-07-12 06:00:00,2025-07-12 10:00:00,A320,Scheduled,B49,2025-07-12,schedule,scheduled,240.0
YM8355,YM,NJF,GMB,2025-07-12 22:00:00,2025-07-12 23:15:00,B737,Delayed,C25,2025-07-12,schedule,scheduled,75.0
JU8406,JU,SIN,MIA,2025-07-12 06:00:00,2025-07-12 12:15:00,A350,Delayed,A37,2025-07-12,schedule,scheduled,375.0
IC5314,IC,DVO,CNX,2025-07-12 19:45:00,2025-07-13 00:45:00,B777,Scheduled,B14,2025-07-12,schedule,scheduled,300.0
AC9353,AC,LTX,MZG,2025-07-12 21:30:00,2025-07-13 01:45:00,A320,Scheduled,D29,2025-07-12,schedule,scheduled,255.0
G49079,G4,NKG,TOE,2025-07-12 15:45:00,2025-07-12 18:45:00,B787,On Time,C6,2025-07-12,schedule,scheduled,180.0
W56417,W5,MCO,CWB,2025-07-12 09:45:00,2025-07-12 11:00:00,B777,Cancelled,D45,2025-07-12,schedule,scheduled,75.0
FZ2000,FZ,RMQ,YVR,2025-07-12 12:15:00,2025-07-12 16:00:00,B787,On Time,C15,2025-07-12,schedule,scheduled,225.0
WF8242,WF,TAE,TTU,2025-07-12 12:45:00,2025-07-12 15:15:00,A320,Scheduled,D20,2025-07-12,schedule,scheduled,150.0
AC7588,AC,HBA,CJC,2025-07-12 15:15:00,2025-07-12 16:15:00,B737,Delayed,A23,2025-07-12,schedule,scheduled,60.0
KE9754,KE,BJX,CGK,2025-07-12 07:30:00,2025-07-12 13:30:00,B737,Cancelled,C27,2025-07-12,schedule,scheduled,360.0
WG705,WG,ILO,CNX,2025-07-12 15:30:00,2025-07-12 17:15:00,B737,Cancelled,C36,2025-07-12,schedule,scheduled,105.0
FR2580,FR,RPN,LOS,2025-07-12 08:15:00,2025-07-12 12:30:00,B737,Cancelled,B42,2025-07-12,schedule,scheduled,255.0
SJ1877,SJ,AMS,DEL,2025-07-12 09:45:00,2025-07-12 14:30:00,A350,On Time,A26,2025-07-12,schedule,scheduled,285.0
IB1936,IB,OOL,PHX,2025-07-12 21:15:00,2025-07-12 23:30:00,B737,Cancelled,A12,2025-07-12,schedule,scheduled,135.0
AI2842,AI,KSW,SCL,2025-07-12 23:00:00,2025-07-13 01:30:00,A320,Scheduled,D5,2025-07-12,schedule,scheduled,150.0
AT8626,AT,PEK,JFK,2025-07-12 06:00:00,2025-07-12 09:45:00,B787,On Time,D31,2025-07-12,schedule,scheduled,225.0
VN4843,VN,ELG,ADD,2025-07-12 15:00:00,2025-07-12 18:00:00,B787,Cancelled,D21,2025-07-12,schedule,scheduled,180.0
OS7862,OS,YOW,IPC,2025-07-12 09:30:00,2025-07-12 11:30:00,B777,Scheduled,B18,2025-07-12,schedule,scheduled,120.0
KL2686,KL,JFK,BCD,2025-07-12 21:30:00,2025-07-13 00:30:00,A320,Scheduled,C13,2025-07-12,schedule,scheduled,180.0
ET8563,ET,CPH,PLZ,2025-07-12 08:30:00,2025-07-12 10:00:00,A320,Delayed,D41,2025-07-12,schedule,scheduled,90.0
MS9041,MS,JFK,HKG,2025-07-12 22:00:00,2025-07-13 00:45:00,A350,Cancelled,A42,2025-07-12,schedule,scheduled,165.0
PX4054,PX,EWR,LAS,2025-07-12 13:00:00,2025-07-12 17:00:00,A350,On Time,A8,2025-07-12,schedule,scheduled,240.0
BA5110,BA,LGA,CUZ,2025-07-12 21:00:00,2025-07-13 02:45:00,A350,On Time,A38,2025-07-12,schedule,scheduled,345.0
VY2284,VY,LST,TUN,2025-07-12 08:30:00,2025-07-12 11:15:00,B787,Cancelled,B45,2025-07-12,schedule,scheduled,165.0
SY1732,SY,MAA,PUS,2025-07-12 14:15:00,2025-07-12 15:30:00,B737,On Time,C11,2025-07-12,schedule,scheduled,75.0
UK9906,UK,OGL,ASW,2025-07-12 12:45:00,2025-07-12 19:00:00,B787,Cancelled,A3,2025-07-12,schedule,scheduled,375.0
IC3074,IC,MFM,BRU,2025-07-12 12:15:00,2025-07-12 17:15:00,B737,Scheduled,B43,2025-07-12,schedule,scheduled,300.0
TT2650,TT,MLX,DFW,2025-07-12 10:30:00,2025-07-12 15:45:00,B777,Cancelled,D44,2025-07-12,schedule,scheduled,315.0
PC3477,PC,SHC,OTP,2025-07-13 00:30:00,2025-07-13 05:00:00,A350,Cancelled,A29,2025-07-12,schedule,scheduled,270.0
AZ8719,AZ,IVC,CHC,2025-07-12 07:30:00,2025-07-12 09:15:00,B787,Delayed,A38,2025-07-12,schedule,scheduled,105.0
AY4306,AY,DWC,TTT,2025-07-12 08:15:00,2025-07-12 12:30:00,B737,On Time,B37,2025-07-12,schedule,scheduled,255.0
VA1280,VA,KMI,HND,2025-07-12 13:30:00,2025-07-12 19:15:00,A320,Scheduled,B50,2025-07-12,schedule,scheduled,345.0
RJ7422,RJ,RSU,AEP,2025-07-12 06:30:00,2025-07-12 08:00:00,B787,Cancelled,D28,2025-07-12,schedule,scheduled,90.0
HV5872,HV,AMM,GMP,2025-07-12 13:30:00,2025-07-12 17:45:00,A350,Delayed,A37,2025-07-12,schedule,scheduled,255.0
UA679,UA,ADB,ATH,2025-07-12 13:00:00,2025-07-12 19:30:00,A350,Scheduled,D31,2025-07-12,schedule,scheduled,390.0
TG7331,TG,OSL,IKT,2025-07-12 12:15:00,2025-07-12 15:15:00,A350,Scheduled,A18,2025-07-12,schedule,scheduled,180.0
JL6815,JL,CPH,CHM,2025-07-12 23:30:00,2025-07-13 04:45:00,A320,Scheduled,C34,2025-07-12,schedule,scheduled,315.0
OZ4516,OZ,WCA,ELG,2025-07-12 14:15:00,2025-07-12 18:00:00,B787,On Time,D36,2025-07-12,schedule,scheduled,225.0
6E8631,6E,HRG,TLV,2025-07-12 23:45:00,2025-07-13 00:45:00,A350,Scheduled,D11,2025-07-12,schedule,scheduled,60.0
BR5643,BR,CLT,MUH,2025-07-12 13:45:00,2025-07-12 19:00:00,B737,Delayed,D16,2025-07-12,schedule,scheduled,315.0
AC6509,AC,BGA,RMQ,2025-07-12 06:00:00,2025-07-12 07:00:00,B777,Scheduled,D16,2025-07-12,schedule,scheduled,60.0
PX4457,PX,CNF,SLL,2025-07-12 22:15:00,2025-07-13 02:00:00,B777,Scheduled,B9,2025-07-12,schedule,scheduled,225.0
VJ5653,VJ,HRG,DOH,2025-07-12 10:00:00,2025-07-12 11:15:00,B777,Cancelled,B46,2025-07-12,schedule,scheduled,75.0
PK9653,PK,PMR,DJE,2025-07-12 15:15:00,2025-07-12 19:15:00,B787,Scheduled,D6,2025-07-12,schedule,scheduled,240.0
ZX1210,ZX,EIL,XNH,2025-07-12 07:45:00,2025-07-12 10:45:00,B777,Delayed,D40,2025-07-12,schedule,scheduled,180.0
AR5425,AR,LXR,VOG,2025-07-12 14:30:00,2025-07-12 18:45:00,B787,Delayed,C24,2025-07-12,schedule,scheduled,255.0
BT4077,BT,JNB,PPS,2025-07-12 16:30:00,2025-07-12 19:15:00,B737,On Time,C47,2025-07-12,schedule,scheduled,165.0
AZ8651,AZ,KRR,IAD,2025-07-12 23:00:00,2025-07-13 03:15:00,A320,On Time,B20,2025-07-12,schedule,scheduled,255.0
DT5390,DT,TAG,MEL,2025-07-12 15:00:00,2025-07-12 17:00:00,B777,Delayed,D28,2025-07-12,schedule,scheduled,120.0
JL3824,JL,CAI,CMN,2025-07-12 17:00:00,2025-07-12 19:45:00,A350,Delayed,D6,2025-07-12,schedule,scheduled,165.0
OK6118,OK,SFO,JFK,2025-07-12 08:30:00,2025-07-12 15:15:00,A350,Delayed,D30,2025-07-12,schedule,scheduled,405.0
SY9437,SY,HMO,RSU,2025-07-12 15:15:00,2025-07-12 19:45:00,B737,On Time,D17,2025-07-12,schedule,scheduled,270.0
QF1312,QF,GDQ,CGK,2025-07-12 23:15:00,2025-07-13 00:45:00,B787,Scheduled,A2,2025-07-12,schedule,scheduled,90.0
BR8536,BR,EIL,MLX,2025-07-12 07:30:00,2025-07-12 14:00:00,B787,On Time,C14,2025-07-12,schedule,scheduled,390.0
U2954,U2,TNG,ICN,2025-07-12 14:15:00,2025-07-12 19:30:00,B787,Scheduled,D32,2025-07-12,schedule,scheduled,315.0
IR2756,IR,ESB,EJA,2025-07-12 19:45:00,2025-07-13 01:00:00,B787,Delayed,A2,2025-07-12,schedule,scheduled,315.0
6E3502,6E,TCP,AUH,2025-07-12 11:00:00,2025-07-12 16:30:00,A350,Cancelled,A22,2025-07-12,schedule,scheduled,330.0
FJ8912,FJ,TOE,AMD,2025-07-12 22:00:00,2025-07-13 04:15:00,B737,Scheduled,A13,2025-07-12,schedule,scheduled,375.0
OS2008,OS,CNS,YUL,2025-07-12 08:45:00,2025-07-12 11:00:00,A350,On Time,C46,2025-07-12,schedule,scheduled,135.0
SV8429,SV,ABV,PHC,2025-07-12 12:45:00,2025-07-12 16:30:00,A350,Delayed,B42,2025-07-12,schedule,scheduled,225.0
FJ2113,FJ,UFA,HEL,2025-07-12 18:15:00,2025-07-12 20:30:00,B737,Cancelled,A19,2025-07-12,schedule,scheduled,135.0
W62688,W6,EUN,AUH,2025-07-12 07:45:00,2025-07-12 10:15:00,B737,Cancelled,B1,2025-07-12,schedule,scheduled,150.0
BR3745,BR,WLG,TRU,2025-07-12 11:45:00,2025-07-12 16:45:00,B777,Cancelled,A6,2025-07-12,schedule,scheduled,300.0
PX9683,PX,CUZ,YHZ,2025-07-12 09:15:00,2025-07-12 10:30:00,A350,Scheduled,C29,2025-07-12,schedule,scheduled,75.0
PK5572,PK,PLZ,EBM,2025-07-12 13:00:00,2025-07-12 14:00:00,A350,Cancelled,C26,2025-07-12,schedule,scheduled,60.0
IR6925,IR,NQN,ASW,2025-07-12 18:15:00,2025-07-12 21:15:00,A350,Scheduled,C49,2025-07-12,schedule,scheduled,180.0
JL8417,JL,DMM,BOS,2025-07-12 16:30:00,2025-07-12 21:45:00,B787,Scheduled,B10,2025-07-12,schedule,scheduled,315.0
IC4825,IC,CTG,LLI,2025-07-12 18:15:00,2025-07-12 20:15:00,B787,Scheduled,B10,2025-07-12,schedule,scheduled,120.0
JL6775,JL,XMS,ABV,2025-07-12 15:15:00,2025-07-12 19:45:00,B737,Scheduled,A32,2025-07-12,schedule,scheduled,270.0
BL3886,BL,HMO,LOS,2025-07-12 21:30:00,2025-07-13 04:00:00,B777,Cancelled,C3,2025-07-12,schedule,scheduled,390.0
DJ8686,DJ,GDL,MDE,2025-07-12 17:15:00,2025-07-12 19:00:00,B787,On Time,D26,2025-07-12,schedule,scheduled,105.0
UA6156,UA,MFM,SVO,2025-07-12 07:15:00,2025-07-12 10:30:00,B737,Delayed,A50,2025-07-12,schedule,scheduled,195.0
VY1176,VY,YUL,CTS,2025-07-12 13:30:00,2025-07-12 18:00:00,A320,On Time,B37,2025-07-12,schedule,scheduled,270.0
AT666,AT,HKG,SYD,2025-07-12 07:00:00,2025-07-12 12:00:00,B737,Cancelled,C15,2025-07-12,schedule,scheduled,300.0
F84522,F8,GDQ,OUD,2025-07-12 06:15:00,2025-07-12 10:15:00,B787,Cancelled,A29,2025-07-12,schedule,scheduled,240.0
FD8286,FD,ZAL,TIJ,2025-07-12 08:45:00,2025-07-12 12:15:00,A350,Scheduled,D14,2025-07-12,schedule,scheduled,210.0
AZ3325,AZ,GOI,MZG,2025-07-12 09:45:00,2025-07-12 11:15:00,B787,Cancelled,A10,2025-07-12,schedule,scheduled,90.0
U2484,U2,TCP,MIA,2025-07-12 16:30:00,2025-07-12 22:15:00,A350,Cancelled,A9,2025-07-12,schedule,scheduled,345.0
RJ4205,RJ,YEG,PER,2025-07-12 16:30:00,2025-07-12 21:45:00,B777,On Time,D17,2025-07-12,schedule,scheduled,315.0
MS2900,MS,MUH,LLI,2025-07-12 11:15:00,2025-07-12 15:00:00,B737,Delayed,B10,2025-07-12,schedule,scheduled,225.0
PC9841,PC,MLX,LSC,2025-07-12 22:45:00,2025-07-13 03:45:00,B787,Cancelled,C31,2025-07-12,schedule,scheduled,300.0
YM3858,YM,ABV,YVR,2025-07-12 06:15:00,2025-07-12 11:00:00,B777,Scheduled,C36,2025-07-12,schedule,scheduled,285.0
QR893,QR,BOM,BJV,2025-07-12 06:15:00,2025-07-12 11:45:00,B787,Scheduled,C16,2025-07-12,schedule,scheduled,330.0
TG4245,TG,AYT,KMG,2025-07-12 11:45:00,2025-07-12 18:30:00,A320,Delayed,C49,2025-07-12,schedule,scheduled,405.0
KQ1006,KQ,MEL,BSB,2025-07-12 14:30:00,2025-07-12 19:30:00,A320,Cancelled,B37,2025-07-12,schedule,scheduled,300.0
W62293,W6,DPS,TNN,2025-07-12 10:30:00,2025-07-12 11:45:00,A350,Scheduled,C44,2025-07-12,schedule,scheduled,75.0
B64560,B6,BCD,YHZ,2025-07-12 16:45:00,2025-07-12 23:30:00,B777,Scheduled,D14,2025-07-12,schedule,scheduled,405.0
JJ1305,JJ,GRJ,YUL,2025-07-12 14:30:00,2025-07-12 16:15:00,B777,On Time,A46,2025-07-12,schedule,scheduled,105.0
CM258,CM,LSC,NPL,2025-07-12 13:15:00,2025-07-12 14:30:00,B737,On Time,C5,2025-07-12,schedule,scheduled,75.0
CI7242,CI,USN,YVR,2025-07-12 07:45:00,2025-07-12 11:45:00,A320,Scheduled,B47,2025-07-12,schedule,scheduled,240.0
TK5749,TK,NRT,PYO,2025-07-12 15:30:00,2025-07-12 18:30:00,B777,Scheduled,B25,2025-07-12,schedule,scheduled,180.0
LP1079,LP,HTY,BGW,2025-07-12 09:45:00,2025-07-12 11:30:00,A320,Scheduled,B32,2025-07-12,schedule,scheduled,105.0
SK6861,SK,EMY,IKT,2025-07-12 19:30:00,2025-07-13 00:00:00,A320,Scheduled,C20,2025-07-12,schedule,scheduled,270.0
G46032,G4,CJU,ETM,2025-07-12 15:45:00,2025-07-12 19:15:00,A320,Cancelled,B6,2025-07-12,schedule,scheduled,210.0
DJ4915,DJ,CDG,TUN,2025-07-12 17:30:00,2025-07-13 00:00:00,A320,On Time,C39,2025-07-12,schedule,scheduled,390.0
TT9839,TT,ROT,AQP,2025-07-12 10:45:00,2025-07-12 15:00:00,B737,Delayed,A20,2025-07-12,schedule,scheduled,255.0
EY2683,EY,TUN,ROV,2025-07-12 20:00:00,2025-07-13 01:00:00,A350,Delayed,B17,2025-07-12,schedule,scheduled,300.0
IB2964,IB,MQP,BEV,2025-07-12 10:45:00,2025-07-12 14:15:00,A350,Scheduled,C36,2025-07-12,schedule,scheduled,210.0
LH9475,LH,AMD,NRT,2025-07-12 15:00:00,2025-07-12 19:30:00,B787,On Time,D39,2025-07-12,schedule,scheduled,270.0
LX8013,LX,TUU,PLZ,2025-07-12 07:15:00,2025-07-12 08:15:00,A350,Scheduled,A49,2025-07-12,schedule,scheduled,60.0
DJ8456,DJ,FTE,EMY,2025-07-12 18:45:00,2025-07-12 20:45:00,B777,On Time,A23,2025-07-12,schedule,scheduled,120.0
KE7367,KE,PRG,EBM,2025-07-12 20:00:00,2025-07-12 23:15:00,B777,Cancelled,B9,2025-07-12,schedule,scheduled,195.0
B69691,B6,AYP,GYE,2025-07-12 08:15:00,2025-07-12 13:00:00,B787,On Time,A15,2025-07-12,schedule,scheduled,285.0
XG2111,XG,CUZ,LAX,2025-07-12 11:30:00,2025-07-12 13:00:00,B787,On Time,C33,2025-07-12,schedule,scheduled,90.0
AV5337,AV,EIL,HMO,2025-07-12 10:00:00,2025-07-12 16:30:00,B737,On Time,B32,2025-07-12,schedule,scheduled,390.0
SW7803,SW,OOL,TUN,2025-07-12 18:00:00,2025-07-12 22:30:00,A320,On Time,B22,2025-07-12,schedule,scheduled,270.0
OK4166,OK,MAA,USN,2025-07-12 12:15:00,2025-07-12 13:30:00,B777,On Time,C22,2025-07-12,schedule,scheduled,75.0
OZ1759,OZ,YWG,FUK,2025-07-12 18:45:00,2025-07-12 21:30:00,B737,Delayed,D43,2025-07-12,schedule,scheduled,165.0
I52376,I5,ZCO,MSP,2025-07-12 11:45:00,2025-07-12 16:15:00,A350,Cancelled,A27,2025-07-12,schedule,scheduled,270.0
JU1980,JU,VDA,CNX,2025-07-12 18:45:00,2025-07-13 00:30:00,B777,Scheduled,A33,2025-07-12,schedule,scheduled,345.0
FJ3136,FJ,SLA,ZCO,2025-07-12 07:30:00,2025-07-12 11:45:00,B787,Cancelled,C37,2025-07-12,schedule,scheduled,255.0
RJ628,RJ,AEP,YOW,2025-07-12 19:15:00,2025-07-12 23:30:00,B737,Scheduled,A16,2025-07-12,schedule,scheduled,255.0
SN856,SN,CRK,JED,2025-07-12 19:30:00,2025-07-13 00:45:00,B777,On Time,C50,2025-07-12,schedule,scheduled,315.0
BT9265,BT,SDU,RMF,2025-07-12 11:30:00,2025-07-12 17:45:00,A350,Scheduled,A18,2025-07-12,schedule,scheduled,375.0
LA2250,LA,HRG,KIM,2025-07-12 15:30:00,2025-07-12 20:45:00,B777,On Time,A22,2025-07-12,schedule,scheduled,315.0
MP1504,MP,FEZ,DVO,2025-07-12 23:45:00,2025-07-13 03:45:00,B777,On Time,B34,2025-07-12,schedule,scheduled,240.0
W62826,W6,CJC,BOG,2025-07-12 18:45:00,2025-07-12 19:45:00,B787,On Time,C34,2025-07-12,schedule,scheduled,60.0
LP1608,LP,YYC,GMP,2025-07-12 22:15:00,2025-07-13 00:30:00,A320,Cancelled,C9,2025-07-12,schedule,scheduled,135.0
SY4644,SY,CUN,COR,2025-07-12 08:45:00,2025-07-12 13:30:00,B737,Scheduled,B22,2025-07-12,schedule,scheduled,285.0
EK617,EK,PIU,TNG,2025-07-12 11:15:00,2025-07-12 12:30:00,A320,Scheduled,C16,2025-07-12,schedule,scheduled,75.0
TG3196,TG,SSH,TPE,2025-07-12 09:45:00,2025-07-12 13:00:00,A320,On Time,A49,2025-07-12,schedule,scheduled,195.0
NZ8822,NZ,LSC,ZQN,2025-07-13 00:00:00,2025-07-13 03:00:00,B777,Scheduled,C32,2025-07-12,schedule,scheduled,180.0
DL799,DL,DVO,LAX,2025-07-12 09:00:00,2025-07-12 14:00:00,A350,On Time,D30,2025-07-12,schedule,scheduled,300.0
WG4679,WG,OSL,ZAL,2025-07-12 23:15:00,2025-07-13 02:30:00,B787,Scheduled,D29,2025-07-12,schedule,scheduled,195.0
MH9574,MH,TAG,DMM,2025-07-12 21:45:00,2025-07-12 23:00:00,A320,Delayed,C4,2025-07-12,schedule,scheduled,75.0
FZ4903,FZ,YUL,KAN,2025-07-12 10:30:00,2025-07-12 16:00:00,B787,Cancelled,D12,2025-07-12,schedule,scheduled,330.0
WJ493,WJ,PRG,KZN,2025-07-12 07:30:00,2025-07-12 14:15:00,B777,On Time,A20,2025-07-12,schedule,scheduled,405.0
RJ4467,RJ,IAD,YYC,2025-07-12 17:15:00,2025-07-12 22:00:00,A320,On Time,C31,2025-07-12,schedule,scheduled,285.0
6E2095,6E,UFA,ADB,2025-07-12 12:45:00,2025-07-12 14:30:00,B737,Cancelled,D2,2025-07-12,schedule,scheduled,105.0
BA4418,BA,NJF,ADD,2025-07-12 09:15:00,2025-07-12 16:00:00,B777,Delayed,C31,2025-07-12,schedule,scheduled,405.0
CX2748,CX,KIX,SYD,2025-07-12 23:00:00,2025-07-13 03:45:00,B737,Scheduled,B13,2025-07-12,schedule,scheduled,285.0
RO1365,RO,WLG,ZAL,2025-07-12 09:45:00,2025-07-12 11:00:00,B787,Scheduled,B20,2025-07-12,schedule,scheduled,75.0
TG4283,TG,CCU,BJR,2025-07-12 13:00:00,2025-07-12 14:15:00,B777,On Time,A40,2025-07-12,schedule,scheduled,75.0
BT1350,BT,RMF,HYD,2025-07-12 14:45:00,2025-07-12 21:30:00,B737,On Time,B39,2025-07-12,schedule,scheduled,405.0
VY8876,VY,PLZ,MED,2025-07-12 20:00:00,2025-07-13 00:00:00,B737,Delayed,B1,2025-07-12,schedule,scheduled,240.0
IX2161,IX,CNF,FUK,2025-07-12 09:15:00,2025-07-12 14:15:00,B777,On Time,B12,2025-07-12,schedule,scheduled,300.0
AA1064,AA,MTZ,WCA,2025-07-12 15:00:00,2025-07-12 18:00:00,B737,Delayed,A17,2025-07-12,schedule,scheduled,180.0
LX7699,LX,BOG,KHH,2025-07-12 19:00:00,2025-07-12 22:00:00,A350,On Time,B16,2025-07-12,schedule,scheduled,180.0
DT9973,DT,ILR,RMF,2025-07-12 14:15:00,2025-07-12 17:00:00,A350,Scheduled,D12,2025-07-12,schedule,scheduled,165.0
CX1092,CX,ADB,GAE,2025-07-12 11:00:00,2025-07-12 16:00:00,B787,Scheduled,D12,2025-07-12,schedule,scheduled,300.0
AI2582,AI,EMY,PNQ,2025-07-12 12:15:00,2025-07-12 17:30:00,B787,On Time,A3,2025-07-12,schedule,scheduled,315.0
IR7208,IR,OKA,ATH,2025-07-12 21:45:00,2025-07-13 00:45:00,A320,Delayed,B5,2025-07-12,schedule,scheduled,180.0
MP651,MP,AKL,CYI,2025-07-12 22:00:00,2025-07-13 02:45:00,B787,Scheduled,D25,2025-07-12,schedule,scheduled,285.0
TT9120,TT,ZAL,DJE,2025-07-12 14:30:00,2025-07-12 16:00:00,B787,Scheduled,B42,2025-07-12,schedule,scheduled,90.0
KL1765,KL,NGO,EBL,2025-07-13 00:15:00,2025-07-13 07:00:00,B737,Cancelled,C29,2025-07-12,schedule,scheduled,405.0
MS5637,MS,IVC,CTS,2025-07-12 20:45:00,2025-07-12 21:45:00,A320,Scheduled,B37,2025-07-12,schedule,scheduled,60.0
KE968,KE,CCU,GRJ,2025-07-12 15:30:00,2025-07-12 20:00:00,B777,Cancelled,B15,2025-07-12,schedule,scheduled,270.0
FR6426,FR,AXM,BJX,2025-07-12 10:45:00,2025-07-12 17:15:00,B777,Delayed,A42,2025-07-12,schedule,scheduled,390.0
WN7387,WN,AMS,KRR,2025-07-12 21:45:00,2025-07-13 04:15:00,A350,Delayed,A17,2025-07-12,schedule,scheduled,390.0
P55468,P5,LAX,MEL,2025-07-12 10:30:00,2025-07-12 12:30:00,A350,Delayed,B3,2025-07-12,schedule,scheduled,120.0
SQ5819,SQ,HTY,TTT,2025-07-12 07:00:00,2025-07-12 10:15:00,B787,Scheduled,B14,2025-07-12,schedule,scheduled,195.0
DL129,DL,CAI,RSU,2025-07-12 20:30:00,2025-07-13 02:30:00,B737,Delayed,B1,2025-07-12,schedule,scheduled,360.0
G41395,G4,ILO,PMR,2025-07-12 19:30:00,2025-07-12 22:00:00,A320,Delayed,B8,2025-07-12,schedule,scheduled,150.0
SY9717,SY,CUE,TIJ,2025-07-12 13:15:00,2025-07-12 18:30:00,A350,Delayed,A4,2025-07-12,schedule,scheduled,315.0
WG8069,WG,CJC,LLI,2025-07-12 13:30:00,2025-07-12 16:45:00,B737,Cancelled,D29,2025-07-12,schedule,scheduled,195.0
WG6706,WG,NGO,ADZ,2025-07-12 20:15:00,2025-07-12 23:45:00,A320,Delayed,D33,2025-07-12,schedule,scheduled,210.0
DT5783,DT,ARN,CRK,2025-07-13 00:00:00,2025-07-13 01:15:00,B777,Scheduled,D38,2025-07-12,schedule,scheduled,75.0
G49836,G4,PPS,CTU,2025-07-12 22:15:00,2025-07-13 00:00:00,A350,Cancelled,A16,2025-07-12,schedule,scheduled,105.0
KE4570,KE,CHM,SYD,2025-07-12 14:45:00,2025-07-12 19:30:00,B787,Delayed,C14,2025-07-12,schedule,scheduled,285.0
AD5896,AD,HND,BUD,2025-07-12 07:00:00,2025-07-12 11:30:00,A350,Delayed,C20,2025-07-12,schedule,scheduled,270.0
OK4051,OK,GIG,PVG,2025-07-12 06:15:00,2025-07-12 10:30:00,B777,Cancelled,D27,2025-07-12,schedule,scheduled,255.0
UA8690,UA,ADD,YNY,2025-07-12 16:00:00,2025-07-12 17:00:00,A320,On Time,A29,2025-07-12,schedule,scheduled,60.0
UU4353,UU,MEX,KIM,2025-07-12 15:15:00,2025-07-12 18:15:00,A350,On Time,B31,2025-07-12,schedule,scheduled,180.0
JU8253,JU,RPN,CAI,2025-07-12 19:30:00,2025-07-12 22:00:00,A350,Cancelled,B48,2025-07-12,schedule,scheduled,150.0
JJ3602,JJ,AYT,EWR,2025-07-12 21:00:00,2025-07-13 01:00:00,A320,Delayed,B26,2025-07-12,schedule,scheduled,240.0
CI8052,CI,MED,DIR,2025-07-12 21:15:00,2025-07-13 00:15:00,B787,Delayed,B27,2025-07-12,schedule,scheduled,180.0
G35960,G3,GRJ,MFK,2025-07-12 14:30:00,2025-07-12 18:30:00,B777,Scheduled,D1,2025-07-12,schedule,scheduled,240.0
VY2696,VY,LSC,BCD,2025-07-12 13:15:00,2025-07-12 14:45:00,A350,On Time,B21,2025-07-12,schedule,scheduled,90.0
AV1325,AV,RSU,PYO,2025-07-12 13:45:00,2025-07-12 19:45:00,A320,Scheduled,B41,2025-07-12,schedule,scheduled,360.0
WF3459,WF,PHL,ICN,2025-07-12 16:15:00,2025-07-12 17:15:00,B787,Delayed,C40,2025-07-12,schedule,scheduled,60.0
SQ809,SQ,NBE,ADZ,2025-07-12 22:00:00,2025-07-13 00:45:00,B787,Scheduled,A28,2025-07-12,schedule,scheduled,165.0
BA8237,BA,JUL,TPE,2025-07-12 23:00:00,2025-07-13 01:30:00,B787,Delayed,B13,2025-07-12,schedule,scheduled,150.0
PC2170,PC,CAN,DMM,2025-07-12 08:30:00,2025-07-12 15:15:00,A350,Scheduled,D48,2025-07-12,schedule,scheduled,405.0
XG7137,XG,CYI,HTY,2025-07-12 20:00:00,2025-07-13 01:30:00,A350,Delayed,B35,2025-07-12,schedule,scheduled,330.0
TS473,TS,TNG,JRS,2025-07-12 21:00:00,2025-07-12 22:15:00,B737,Scheduled,B27,2025-07-12,schedule,scheduled,75.0
