icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,data_source,extraction_time,data_timestamp,altitude,speed,heading,region
a9629c,N7034E,United States,1752334384.0,1752334384,-122.3293,46.7155,2682.24,False,89.3,151.81,3.9,,2827.02,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2682.24,89.3,151.81,North America
a507f0,N423N,United States,1752334384.0,1752334384,-75.5509,40.9667,1775.46,False,118.16,163.3,0.33,,1882.14,1376,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1775.46,118.16,163.3,North America
ac8d08,N908BL,United States,1752334384.0,1752334384,-93.6428,32.1587,1264.92,False,69.87,103.63,0.0,,1356.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1264.92,69.87,103.63,North America
7806ca,CSC8834,China,1752334339.0,1752334348,114.016,39.1087,9791.7,False,239.71,239.14,0.0,,10431.78,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9791.7,239.71,239.14,Asia
ada296,AAL471,United States,1752334384.0,1752334384,-80.1694,40.8096,10668.0,False,231.02,115.59,-0.33,,11254.74,3277,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,231.02,115.59,North America
a15a31,N1866S,United States,1752334384.0,1752334384,-82.5108,41.2165,2118.36,False,81.59,68.94,0.33,,2209.8,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2118.36,81.59,68.94,North America
a507f5,CRE423,United States,1752334384.0,1752334384,-88.8235,40.1879,13106.4,False,207.89,268.72,-0.65,,13708.38,7121,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,13106.4,207.89,268.72,North America
a52a14,N4316W,United States,1752334379.0,1752334379,-75.4255,43.1601,1645.92,False,87.14,22.93,0.0,,1722.12,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1645.92,87.14,22.93,North America
a004ec,N100CF,United States,1752334383.0,1752334383,-82.8315,32.5801,5791.2,False,127.25,158.41,-0.33,,6111.24,2032,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5791.2,127.25,158.41,North America
a2dd0d,N284CD,United States,1752334384.0,1752334384,-85.4213,38.4996,2727.96,False,93.69,28.54,0.0,,2865.12,1541,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2727.96,93.69,28.54,North America
a124d4,FDX3647,United States,1752334382.0,1752334382,-100.3675,40.0027,11285.22,False,242.31,90.36,0.0,,11818.62,0602,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,242.31,90.36,North America
a3a1a6,N333HC,United States,1752334384.0,1752334384,-101.5098,31.9264,5516.88,False,91.64,92.25,11.38,,5844.54,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5516.88,91.64,92.25,North America
a867a6,N6400U,United States,1752334384.0,1752334384,-111.4445,32.4866,1889.76,False,70.12,10.57,-0.98,,1981.2,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1889.76,70.12,10.57,North America
406add,EXS74MP,United Kingdom,1752334383.0,1752334383,-0.6066,51.2227,10927.08,False,229.29,145.88,3.9,,11323.32,5247,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10927.08,229.29,145.88,Europe
a27a26,ENY3815,United States,1752334095.0,1752334362,-78.7537,25.3691,6804.66,False,226.93,118.13,5.2,,7307.58,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6804.66,226.93,118.13,North America
a8a58d,N6561P,United States,1752334384.0,1752334384,-117.117,33.5898,906.78,False,55.46,130.49,-3.58,,929.64,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,906.78,55.46,130.49,North America
406ae9,TOM71D,United Kingdom,1752334384.0,1752334384,-8.4475,38.5196,11277.6,False,232.28,196.47,0.0,,11879.58,5405,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,232.28,196.47,Europe
a16d73,N191SA,United States,1752334384.0,1752334384,-107.5975,41.5122,12489.18,False,220.1,52.41,0.65,,13022.58,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12489.18,220.1,52.41,North America
a2a7c4,N270PC,United States,1752334384.0,1752334384,-108.3574,39.2205,11582.4,False,233.94,288.2,0.33,,12169.14,3771,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,233.94,288.2,North America
406ae2,BAW66GA,United Kingdom,1752334384.0,1752334384,2.6554,49.6746,10675.62,False,236.83,314.21,0.0,,11064.24,7516,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10675.62,236.83,314.21,Europe
a3a1b4,N333HS,United States,1752334384.0,1752334384,-97.977,30.1799,2735.58,False,150.01,107.57,-7.15,,2887.98,4613,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2735.58,150.01,107.57,North America
ac57af,SWA2459,United States,1752334384.0,1752334384,-82.4599,33.511,9380.22,False,247.74,298.8,6.18,,9951.72,6272,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9380.22,247.74,298.8,North America
ac57d2,SWA268,United States,1752334384.0,1752334384,-91.757,30.3741,11277.6,False,236.3,74.21,0.0,,11940.54,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,236.3,74.21,North America
440735,EJU43QC,Austria,1752334383.0,1752334384,-4.281,37.8868,9357.36,False,219.76,223.86,-15.93,,9936.48,5741,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9357.36,219.76,223.86,Europe
440732,EJU85JQ,Austria,1752334384.0,1752334384,12.1511,42.1083,1249.68,False,96.96,161.76,-4.23,,1379.22,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1249.68,96.96,161.76,Europe
abbd0a,SWA3788,United States,1752334382.0,1752334384,-97.4992,40.6429,11277.6,False,248.37,126.92,0.0,,11795.76,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,248.37,126.92,North America
ab37f7,N8217Z,United States,1752334384.0,1752334384,-70.9037,41.9727,2042.16,False,78.36,122.12,0.0,,2141.22,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2042.16,78.36,122.12,North America
341099,,Spain,1752334162.0,1752334162,-3.5684,40.46,,True,4.12,0.0,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,4.12,0.0,Europe
a5e293,N479AK,United States,1752334319.0,1752334319,-152.5589,60.8238,754.38,False,105.45,304.47,0.33,,769.62,0303,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,754.38,105.45,304.47,North America
a1aa4e,SWA951,United States,1752334383.0,1752334384,-109.7094,35.7359,11277.6,False,240.55,65.35,0.0,,11894.82,4114,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,240.55,65.35,North America
c030d7,CFSMW,Canada,1752334384.0,1752334384,-80.2289,43.3803,2278.38,False,81.02,12.09,-1.63,,2354.58,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2278.38,81.02,12.09,North America
a8423c,N631JA,United States,1752334231.0,1752334231,-73.6641,41.3174,365.76,False,52.39,7.33,-2.6,,403.86,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,365.76,52.39,7.33,North America
a8b883,LXJ661,United States,1752334383.0,1752334383,-78.9507,25.426,14325.6,False,255.61,305.99,0.0,,14942.82,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,14325.6,255.61,305.99,North America
ab24cc,EJA817,United States,1752334375.0,1752334377,-80.5383,26.8031,1455.42,False,127.61,113.77,0.0,,1562.1,4023,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1455.42,127.61,113.77,North America
ab5a1d,UAL374,United States,1752334384.0,1752334384,-119.2211,38.3601,10043.16,False,253.89,77.6,0.0,,10629.9,3345,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10043.16,253.89,77.6,North America
ac57f9,DAL3048,United States,1752334384.0,1752334384,-84.8218,33.3333,3589.02,False,190.4,42.7,0.0,,3825.24,0231,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3589.02,190.4,42.7,North America
c030eb,ACA739,Canada,1752334384.0,1752334384,-99.3142,46.0344,10972.8,False,221.2,266.13,0.0,,11323.32,0545,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,221.2,266.13,North America
a364e7,DAL2673,United States,1752334384.0,1752334384,-95.2158,41.228,9144.0,False,233.2,193.91,0.0,,9593.58,2410,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9144.0,233.2,193.91,North America
abbd2d,SWA2507,United States,1752334384.0,1752334384,-92.9067,39.3303,11887.2,False,240.38,97.75,-0.33,,12473.94,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,240.38,97.75,North America
a96231,N7031C,United States,1752334384.0,1752334384,-78.185,39.3916,2133.6,False,51.57,331.39,1.95,,2263.14,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2133.6,51.57,331.39,North America
ac31a1,AAL501Q,United States,1752334377.0,1752334380,-107.6728,45.589,11887.2,False,245.12,98.69,0.0,,12405.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,245.12,98.69,North America
ac8d58,ERU908,United States,1752334384.0,1752334384,-81.1748,29.1903,601.98,False,51.94,286.1,0.0,,670.56,0152,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,601.98,51.94,286.1,North America
48c2af,RYR8366,Poland,1752334384.0,1752334384,18.4877,50.2592,11277.6,False,242.41,36.46,0.0,,11529.06,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,242.41,36.46,Europe
48c2ae,RYR16TN,Poland,1752334384.0,1752334384,16.3402,46.0694,10972.8,False,209.31,298.96,0.33,,11308.08,7223,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,209.31,298.96,Europe
abaa0e,SWA2332,United States,1752334381.0,1752334381,-98.2696,40.028,11277.6,False,256.51,83.09,0.0,,11803.38,0173,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,256.51,83.09,North America
86220c,JAL6781,Japan,1752334099.0,1752334099,119.0091,23.23,10363.2,False,242.34,237.66,0.33,,11132.82,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,242.34,237.66,Asia
a9d870,N733ZA,United States,1752334356.0,1752334356,-95.9499,31.0284,2103.12,False,46.48,275.08,-0.33,,2247.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2103.12,46.48,275.08,North America
48c2b9,RYR98HL,Poland,1752334362.0,1752334362,14.0315,43.5745,3093.72,False,152.89,272.12,-9.1,,3352.8,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3093.72,152.89,272.12,Europe
a72294,N559TS,United States,1752334383.0,1752334383,-116.4239,43.7894,2004.06,False,72.94,25.48,2.6,,2110.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2004.06,72.94,25.48,North America
a5e29a,ASA351,United States,1752334380.0,1752334384,-122.3188,47.3663,487.68,False,75.11,0.0,-3.9,,548.64,3174,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,487.68,75.11,0.0,North America
48c2b8,RYR609A,Poland,1752334383.0,1752334383,7.0512,49.6385,10576.56,False,243.46,130.29,6.18,,10911.84,0106,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10576.56,243.46,130.29,Europe
c030f7,ACA361,Canada,1752334384.0,1752334384,-89.1747,48.074,10972.8,False,208.24,281.25,0.33,,11346.18,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,208.24,281.25,North America
342398,VLG659R,Spain,1752334384.0,1752334384,2.5461,48.7349,4998.72,False,191.08,219.65,13.66,,5212.08,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4998.72,191.08,219.65,Europe
a1bd6a,MXY210,United States,1752334384.0,1752334384,-81.2478,40.7012,5196.84,False,194.61,285.8,6.5,,5478.78,6163,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5196.84,194.61,285.8,North America
48c2b1,RYR7LY,Poland,1752334384.0,1752334384,19.4207,49.1869,7018.02,False,208.32,28.46,-11.7,,7223.76,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7018.02,208.32,28.46,Europe
abbd47,SWA3793,United States,1752334383.0,1752334383,-105.1134,34.3054,11277.6,False,251.62,83.54,0.33,,11902.44,2023,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,251.62,83.54,North America
a17fb5,AAY3119,United States,1752334232.0,1752334232,-85.7349,38.1977,205.74,False,69.76,165.04,-3.9,,220.98,3003,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,205.74,69.76,165.04,North America
3c07fc,VJH727,Germany,1752334384.0,1752334384,-1.0477,51.3363,1638.3,False,122.85,146.44,-5.85,,1767.84,5142,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1638.3,122.85,146.44,Europe
a25925,SKW3668,United States,1752334384.0,1752334384,-91.6603,37.5924,8839.2,False,236.67,150.15,-0.33,,9342.12,2442,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8839.2,236.67,150.15,North America
407dc1,HLE99,United Kingdom,1752334142.0,1752334191,-1.553,53.8027,2369.82,False,2.62,78.69,-0.98,,182.88,0033,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2369.82,2.62,78.69,Europe
a89d59,UAL749,United States,1752334382.0,1752334382,-65.2692,46.1021,11277.6,False,244.13,236.34,0.0,,11696.7,2533,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,244.13,236.34,North America
c030a6,ACA331,Canada,1752334384.0,1752334384,-104.6155,52.4319,11582.4,False,213.51,276.92,0.0,,11849.1,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,213.51,276.92,North America
48c2a9,RYR10SP,Poland,1752334384.0,1752334384,15.1712,44.2465,10972.8,False,240.27,31.78,0.0,,11384.28,1276,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,240.27,31.78,Europe
48c2a7,RYR654N,Poland,1752334384.0,1752334384,16.4718,49.0305,10363.2,False,229.75,233.28,-0.33,,10599.42,7224,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,229.75,233.28,Europe
48c2a4,RYR4NJ,Poland,1752334384.0,1752334384,0.7619,51.312,11056.62,False,225.98,99.7,6.5,,11452.86,1253,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11056.62,225.98,99.7,Europe
341057,P2,Spain,1752334204.0,1752334204,-3.5684,40.4602,,True,6.69,284.06,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,6.69,284.06,Europe
48c2a5,RYR8GG,Poland,1752334384.0,1752334384,19.0436,49.0692,8862.06,False,207.22,53.07,-7.48,,9083.04,1253,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8862.06,207.22,53.07,Europe
3d27e5,DENIZ,Germany,1752334383.0,1752334383,8.22,52.3685,1127.76,False,44.19,155.22,-0.33,,,7000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1127.76,44.19,155.22,Europe
48c2a3,RYR7891,Poland,1752334384.0,1752334384,8.2245,52.1847,11582.4,False,223.88,304.42,0.0,,11902.44,3116,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,223.88,304.42,Europe
48c2a0,RYR64GM,Poland,1752334384.0,1752334384,17.307,50.5561,3139.44,False,188.02,351.03,-11.05,,3238.5,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3139.44,188.02,351.03,Europe
abbbae,UAL691,United States,1752334384.0,1752334384,-98.8243,43.7942,8534.4,False,224.64,274.99,0.0,,8877.3,3521,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8534.4,224.64,274.99,North America
a5f4df,N483MP,United States,1752334383.0,1752334383,-93.3671,35.9302,7620.0,False,167.52,126.13,5.53,,8039.1,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7620.0,167.52,126.13,North America
a8a4be,N656TS,United States,1752334384.0,1752334384,-80.3672,27.1398,1249.68,False,23.21,257.2,0.98,,1356.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1249.68,23.21,257.2,North America
a12625,AAL2535,United States,1752334384.0,1752334384,-99.4833,33.9504,9067.8,False,245.21,109.61,-4.55,,9601.2,7304,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9067.8,245.21,109.61,North America
a9d7e8,N733TQ,United States,1752334381.0,1752334383,-116.5295,43.5251,1402.08,False,55.93,124.13,-0.33,,1455.42,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1402.08,55.93,124.13,North America
a3c900,FFT1426,United States,1752334384.0,1752334384,-115.2132,32.7277,10309.86,False,246.75,87.01,5.53,,10965.18,2451,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10309.86,246.75,87.01,North America
aceebc,SKW5126,United States,1752334383.0,1752334384,-109.9612,37.6894,9951.72,False,215.82,62.76,2.6,,10492.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9951.72,215.82,62.76,North America
c043b7,ACA297,Canada,1752334384.0,1752334384,-97.8223,49.9509,3482.34,False,183.46,280.18,3.25,,3528.06,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3482.34,183.46,280.18,North America
71c509,KAL619,Republic of Korea,1752334383.0,1752334383,126.8172,27.3276,10972.8,False,237.47,188.09,0.33,,11780.52,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,237.47,188.09,Asia
a8a4d4,WUP656,United States,1752334384.0,1752334384,-85.0825,42.595,11582.4,False,247.21,350.54,0.0,,12176.76,6712,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,247.21,350.54,North America
71c501,TWB162,Republic of Korea,1752334137.0,1752334137,103.9856,1.3613,,True,9.77,22.5,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,9.77,22.5,Other
48e8f3,SPHMA,Poland,1752334130.0,1752334166,20.1941,50.2221,563.88,False,63.93,18.29,-1.3,,640.08,0562,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,563.88,63.93,18.29,Europe
45ab4f,FIN1HA,Denmark,1752333802.0,1752334384,21.7813,57.2285,10972.8,False,52.85,228.55,0.0,,10012.68,6151,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,52.85,228.55,Europe
a471e0,DAL1401,United States,1752334383.0,1752334383,-80.0503,26.132,1021.08,False,138.66,12.64,17.23,,1104.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1021.08,138.66,12.64,North America
aa4d77,JBU768,United States,1752334383.0,1752334384,-81.3157,28.6036,708.66,False,94.3,202.79,-2.6,,792.48,0766,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,708.66,94.3,202.79,North America
440713,EJU82YG,Austria,1752334383.0,1752334383,-14.9684,31.7206,11277.6,False,203.62,214.29,0.0,,11902.44,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,203.62,214.29,Africa
a52a99,AAL1631,United States,1752334384.0,1752334384,-97.235,32.7238,3627.12,False,137.52,44.09,-0.33,,3825.24,2772,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3627.12,137.52,44.09,North America
71c538,KAL075,Republic of Korea,1752334384.0,1752334384,140.1777,37.9935,10668.0,False,262.8,98.67,-0.33,,11353.8,4312,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,262.8,98.67,Asia
71c531,KAL625,Republic of Korea,1752334142.0,1752334142,121.0064,14.5038,,True,0.0,59.06,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,59.06,Other
71c535,KAL931,Republic of Korea,1752334384.0,1752334384,22.2694,43.003,11567.16,False,225.89,265.95,0.33,,12123.42,0144,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11567.16,225.89,265.95,Europe
7bb131,CDG2492,China,1752334234.0,1752334234,124.7207,37.3032,9784.08,False,227.23,256.78,0.0,,10431.78,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9784.08,227.23,256.78,Asia
3924a0,ASR172B,France,1752334366.0,1752334366,-1.3241,47.0871,731.52,False,132.16,196.74,-12.03,,830.58,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,731.52,132.16,196.74,Europe
ac8bde,N9072U,United States,1752334384.0,1752334384,-77.8051,40.224,11132.82,False,205.63,18.53,-3.58,,11750.04,6273,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11132.82,205.63,18.53,North America
49d006,EWG7KJ,Czech Republic,1752334384.0,1752334384,4.5998,41.463,9144.0,False,257.72,10.23,0.33,,9555.48,5530,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9144.0,257.72,10.23,Europe
a64a78,N504TC,United States,1752334385.0,1752334385,-100.689,34.1126,10972.8,False,169.24,313.15,0.33,,11582.4,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,169.24,313.15,North America
503c57,HOT3471,Lithuania,1752329117.0,1752334375,23.4023,53.6032,37581.84,False,12.44,119.74,0.0,,,2233,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,37581.84,12.44,119.74,Europe
a39a79,N331KT,United States,1752334384.0,1752334384,-88.6679,34.6826,9144.0,False,158.6,315.26,0.0,,9669.78,6237,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9144.0,158.6,315.26,North America
71c521,AAR752,Republic of Korea,1752334178.0,1752334178,104.7548,1.3388,5181.6,False,206.29,77.18,0.0,,5494.02,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5181.6,206.29,77.18,Other
71c524,JJA2113,Republic of Korea,1752334384.0,1752334384,122.7195,14.8296,11277.6,False,233.7,194.4,0.0,,12100.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,233.7,194.4,Other
a27a94,SKW4118,United States,1752334384.0,1752334384,-95.3343,35.2224,9448.8,False,203.25,91.16,0.33,,9982.2,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9448.8,203.25,91.16,North America
49d013,ABP813,Czech Republic,1752334385.0,1752334385,13.391,43.6066,11285.22,False,197.52,255.67,0.33,,11750.04,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11285.22,197.52,255.67,Europe
a2efae,SWA3293,United States,1752334384.0,1752334384,-111.5843,36.1737,11277.6,False,250.05,86.23,0.0,,11902.44,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,250.05,86.23,North America
49d00d,ISR728,Czech Republic,1752334121.0,1752334121,34.8782,32.0032,,True,6.69,210.94,,,,1170,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,6.69,210.94,Africa
a24636,N2459S,United States,1752334075.0,1752334075,-104.8537,39.5784,1676.4,False,41.31,175.0,-3.58,,1767.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1676.4,41.31,175.0,North America
aaf26b,BBQ2201,United States,1752334384.0,1752334384,-80.5042,25.1047,6347.46,False,201.07,214.79,12.35,,6743.7,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6347.46,201.07,214.79,North America
a987aa,,United States,1752334251.0,1752334251,-113.1532,38.1885,8229.6,False,236.74,32.76,-1.95,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8229.6,236.74,32.76,North America
401127,IOS517T,United Kingdom,1752334384.0,1752334384,-4.8667,50.3257,3048.0,False,86.59,249.84,0.98,,3246.12,1750,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3048.0,86.59,249.84,Europe
ad6595,SWA2927,United States,1752334384.0,1752334384,-111.4273,35.0718,11269.98,False,238.86,67.19,0.0,,11917.68,0372,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11269.98,238.86,67.19,North America
c069df,CGOCK,Canada,1752334383.0,1752334384,-114.3775,51.0556,1470.66,False,49.0,355.79,-2.93,,1470.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1470.66,49.0,355.79,North America
aaf289,WUP804,United States,1752334384.0,1752334384,-85.4678,30.3543,3413.76,False,105.49,110.56,9.1,,3642.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3413.76,105.49,110.56,North America
a3ea3e,N351TS,United States,1752334383.0,1752334383,-89.3375,43.2264,739.14,False,77.19,181.53,-5.53,,701.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,739.14,77.19,181.53,North America
aca88b,N91447,United States,1752334384.0,1752334384,-87.3236,30.3797,152.4,False,69.58,128.4,1.63,,205.74,7346,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,152.4,69.58,128.4,North America
a987c0,N713FS,United States,1752334383.0,1752334383,-104.889,40.4382,2057.4,False,50.79,83.02,-0.33,,2148.84,4525,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2057.4,50.79,83.02,North America
c069d8,WJA704,Canada,1752334384.0,1752334384,-121.0557,49.2079,8061.96,False,242.6,82.94,7.48,,8465.82,4555,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8061.96,242.6,82.94,North America
a28ca0,N2631C,United States,1752334372.0,1752334372,-81.3798,28.0074,1584.96,False,72.17,82.22,0.33,,1744.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1584.96,72.17,82.22,North America
ab128d,UAL1186,United States,1752334384.0,1752334384,-104.9145,39.9319,3139.44,False,146.46,305.42,9.43,,3261.36,3247,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3139.44,146.46,305.42,North America
406ac3,EXS1YT,United Kingdom,1752334384.0,1752334384,1.2323,42.7661,9768.84,False,246.59,357.85,3.9,,10187.94,5535,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9768.84,246.59,357.85,Europe
a4d4ca,N410GV,United States,1752334384.0,1752334384,-151.0463,60.7064,1082.04,False,79.33,52.91,0.0,,1089.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1082.04,79.33,52.91,North America
a77d1b,N5818M,United States,1752334384.0,1752334384,-112.2636,34.6919,2743.2,False,66.27,53.84,3.25,,2872.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2743.2,66.27,53.84,North America
a987ba,N713FL,United States,1752334384.0,1752334384,-122.1264,47.4958,10828.02,False,244.68,346.26,-13.0,,11399.52,1312,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10828.02,244.68,346.26,North America
a11337,N169BA,United States,1752334380.0,1752334380,-95.4565,29.3125,3322.32,False,86.65,184.09,-17.56,,3482.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3322.32,86.65,184.09,North America
ae2efc,BOMR827,United States,1752334384.0,1752334384,-97.0312,27.9145,2857.5,False,134.36,336.77,0.0,,3040.38,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2857.5,134.36,336.77,North America
a747cb,UAL587,United States,1752334384.0,1752334384,-102.9336,41.5001,9448.8,False,233.9,74.44,0.0,,9890.76,3365,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9448.8,233.9,74.44,North America
49d034,EWG902,Czech Republic,1752334383.0,1752334383,33.2649,35.0188,2659.38,False,144.8,100.23,-8.78,,2842.26,7644,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2659.38,144.8,100.23,Europe
5113fc,TXLU02,Estonia,1752334384.0,1752334384,24.7998,59.4164,,True,1.8,16.88,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,1.8,16.88,Europe
a04cac,N1183,United States,1752334379.0,1752334383,-85.6789,34.3042,3055.62,False,92.88,336.84,0.0,,3230.88,4343,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3055.62,92.88,336.84,North America
a1cfb0,N2159H,United States,1752334384.0,1752334384,-70.9189,42.5672,289.56,False,48.0,329.04,0.0,,320.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,289.56,48.0,329.04,North America
