flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
LA9710,LA,DMK,KHH,2025-07-12 21:30:00,2025-07-12 23:45:00,A320,Scheduled,B23,2025-07-12,schedule,scheduled,135.0
ET2065,ET,DVO,RMF,2025-07-12 20:45:00,2025-07-13 01:45:00,B787,Cancelled,B48,2025-07-12,schedule,scheduled,300.0
IC842,IC,MDZ,FEZ,2025-07-12 15:00:00,2025-07-12 20:30:00,B777,Scheduled,D47,2025-07-12,schedule,scheduled,330.0
ET1537,ET,HEL,BKK,2025-07-12 20:15:00,2025-07-13 02:30:00,A320,Cancelled,C35,2025-07-12,schedule,scheduled,375.0
AC3341,AC,TIJ,JIJ,2025-07-12 19:00:00,2025-07-12 22:00:00,A350,Delayed,B27,2025-07-12,schedule,scheduled,180.0
NK8272,NK,ATF,AXM,2025-07-12 21:45:00,2025-07-13 03:45:00,B787,Cancelled,C26,2025-07-12,schedule,scheduled,360.0
BT4704,BT,BGW,MTZ,2025-07-12 16:15:00,2025-07-12 21:00:00,A320,Scheduled,C28,2025-07-12,schedule,scheduled,285.0
CM6282,CM,IQT,BLR,2025-07-12 20:30:00,2025-07-13 03:15:00,A320,Scheduled,B33,2025-07-12,schedule,scheduled,405.0
AI1773,AI,ILR,HUN,2025-07-12 18:30:00,2025-07-12 22:15:00,A320,Cancelled,D18,2025-07-12,schedule,scheduled,225.0
XG3878,XG,JUJ,FUK,2025-07-12 08:00:00,2025-07-12 13:15:00,A320,Cancelled,D5,2025-07-12,schedule,scheduled,315.0
F89251,F8,NBE,OGL,2025-07-12 17:00:00,2025-07-12 22:30:00,B737,On Time,B9,2025-07-12,schedule,scheduled,330.0
NZ647,NZ,ADB,YOW,2025-07-12 18:00:00,2025-07-12 21:00:00,A320,Scheduled,B41,2025-07-12,schedule,scheduled,180.0
LA2435,LA,CHC,LED,2025-07-12 22:45:00,2025-07-13 01:45:00,B737,Delayed,C24,2025-07-12,schedule,scheduled,180.0
AA4753,AA,TAG,DTW,2025-07-12 14:45:00,2025-07-12 20:00:00,B787,Delayed,B27,2025-07-12,schedule,scheduled,315.0
JJ2155,JJ,YYZ,SYD,2025-07-13 00:00:00,2025-07-13 05:15:00,B777,Delayed,A50,2025-07-12,schedule,scheduled,315.0
AS8373,AS,AQP,LOS,2025-07-12 22:30:00,2025-07-13 02:30:00,A320,Cancelled,D50,2025-07-12,schedule,scheduled,240.0
UA1848,UA,MTY,RMF,2025-07-12 17:30:00,2025-07-12 23:30:00,B777,Cancelled,C24,2025-07-12,schedule,scheduled,360.0
VY5458,VY,CUN,WCA,2025-07-12 18:00:00,2025-07-12 20:30:00,B777,Scheduled,C2,2025-07-12,schedule,scheduled,150.0
IC6507,IC,TNN,DPS,2025-07-12 11:00:00,2025-07-12 13:45:00,A320,Scheduled,B48,2025-07-12,schedule,scheduled,165.0
AZ4642,AZ,ILR,SJD,2025-07-12 17:15:00,2025-07-12 22:00:00,A320,Delayed,C32,2025-07-12,schedule,scheduled,285.0
OS5421,OS,NBE,SLA,2025-07-12 14:00:00,2025-07-12 19:45:00,B787,Scheduled,A17,2025-07-12,schedule,scheduled,345.0
SK8928,SK,CHC,PHX,2025-07-12 13:15:00,2025-07-12 18:00:00,A320,Cancelled,B44,2025-07-12,schedule,scheduled,285.0
TG5744,TG,KZN,MIR,2025-07-13 00:30:00,2025-07-13 04:45:00,B777,On Time,C49,2025-07-12,schedule,scheduled,255.0
MS6490,MS,PRG,YVR,2025-07-12 19:15:00,2025-07-13 01:45:00,B737,Cancelled,D13,2025-07-12,schedule,scheduled,390.0
VA9295,VA,BOS,EJA,2025-07-12 16:45:00,2025-07-12 23:30:00,B777,Cancelled,A9,2025-07-12,schedule,scheduled,405.0
TG4130,TG,LST,PRG,2025-07-12 19:30:00,2025-07-12 21:30:00,A350,Scheduled,A16,2025-07-12,schedule,scheduled,120.0
AI9534,AI,MUH,UIO,2025-07-12 10:30:00,2025-07-12 13:15:00,A350,Scheduled,C37,2025-07-12,schedule,scheduled,165.0
JL4874,JL,HUN,XMS,2025-07-12 20:00:00,2025-07-12 21:30:00,B777,Scheduled,C21,2025-07-12,schedule,scheduled,90.0
RJ3083,RJ,CAI,EIL,2025-07-12 13:00:00,2025-07-12 16:45:00,A350,Scheduled,B20,2025-07-12,schedule,scheduled,225.0
JJ303,JJ,VIE,SIN,2025-07-12 15:15:00,2025-07-12 19:30:00,B777,Scheduled,D40,2025-07-12,schedule,scheduled,255.0
FJ5543,FJ,BAQ,SFS,2025-07-12 09:30:00,2025-07-12 10:45:00,A350,Scheduled,A28,2025-07-12,schedule,scheduled,75.0
F93700,F9,GYE,NPE,2025-07-12 16:15:00,2025-07-12 20:45:00,A350,Cancelled,D11,2025-07-12,schedule,scheduled,270.0
SQ4009,SQ,OSM,CAN,2025-07-13 00:15:00,2025-07-13 06:15:00,A320,Scheduled,C3,2025-07-12,schedule,scheduled,360.0
F93998,F9,YHZ,BOM,2025-07-12 19:15:00,2025-07-12 23:15:00,B737,Scheduled,A3,2025-07-12,schedule,scheduled,240.0
AR2943,AR,AYP,TCP,2025-07-12 23:45:00,2025-07-13 02:45:00,B777,Scheduled,C19,2025-07-12,schedule,scheduled,180.0
TK5598,TK,GPS,HDS,2025-07-12 23:30:00,2025-07-13 05:15:00,A350,On Time,B48,2025-07-12,schedule,scheduled,345.0
P56931,P5,CAI,ELG,2025-07-12 09:00:00,2025-07-12 14:00:00,A350,On Time,D11,2025-07-12,schedule,scheduled,300.0
FD1413,FD,CPT,SJD,2025-07-12 11:15:00,2025-07-12 15:00:00,A350,Scheduled,C2,2025-07-12,schedule,scheduled,225.0
LO5978,LO,PYO,OUD,2025-07-12 20:15:00,2025-07-13 03:00:00,B737,On Time,D13,2025-07-12,schedule,scheduled,405.0
JU6766,JU,CJC,HYD,2025-07-12 20:15:00,2025-07-12 23:00:00,B777,Scheduled,A45,2025-07-12,schedule,scheduled,165.0
P54823,P5,HDS,DMM,2025-07-12 09:30:00,2025-07-12 14:30:00,A350,Scheduled,B14,2025-07-12,schedule,scheduled,300.0
IR4202,IR,BSR,ASW,2025-07-12 17:45:00,2025-07-12 18:45:00,A350,On Time,A40,2025-07-12,schedule,scheduled,60.0
G45241,G4,IST,OSL,2025-07-12 23:00:00,2025-07-13 05:30:00,B787,Cancelled,D44,2025-07-12,schedule,scheduled,390.0
WF1832,WF,CJC,BSB,2025-07-12 07:00:00,2025-07-12 08:15:00,B787,Cancelled,A46,2025-07-12,schedule,scheduled,75.0
LP2109,LP,DOH,BEV,2025-07-12 22:30:00,2025-07-13 01:45:00,A350,Delayed,C19,2025-07-12,schedule,scheduled,195.0
P55834,P5,JUJ,PER,2025-07-12 21:45:00,2025-07-13 03:15:00,B737,Delayed,A45,2025-07-12,schedule,scheduled,330.0
WJ6400,WJ,ADB,BGW,2025-07-12 07:30:00,2025-07-12 10:00:00,B787,On Time,C34,2025-07-12,schedule,scheduled,150.0
EK7850,EK,AEP,TSN,2025-07-12 13:30:00,2025-07-12 16:15:00,B737,Cancelled,B11,2025-07-12,schedule,scheduled,165.0
AA282,AA,CGK,AGA,2025-07-12 16:45:00,2025-07-12 22:30:00,A350,Cancelled,D8,2025-07-12,schedule,scheduled,345.0
BT7508,BT,ESB,BJV,2025-07-12 23:00:00,2025-07-13 05:00:00,A320,Cancelled,C24,2025-07-12,schedule,scheduled,360.0
AI9583,AI,IFN,OKA,2025-07-12 11:00:00,2025-07-12 16:15:00,A320,Delayed,C44,2025-07-12,schedule,scheduled,315.0
TD9306,TD,AMM,JRS,2025-07-12 15:30:00,2025-07-12 20:45:00,B777,On Time,D2,2025-07-12,schedule,scheduled,315.0
FZ5232,FZ,FOR,ADZ,2025-07-12 18:15:00,2025-07-13 00:30:00,B777,On Time,C4,2025-07-12,schedule,scheduled,375.0
TK6844,TK,AGA,MTY,2025-07-12 19:45:00,2025-07-12 23:00:00,A320,Delayed,B31,2025-07-12,schedule,scheduled,195.0
LX1816,LX,MFK,MQX,2025-07-12 18:15:00,2025-07-12 23:15:00,A350,Cancelled,B32,2025-07-12,schedule,scheduled,300.0
TT1884,TT,DFW,OSL,2025-07-12 17:15:00,2025-07-12 19:45:00,A350,Scheduled,B47,2025-07-12,schedule,scheduled,150.0
LH9161,LH,AXM,RMF,2025-07-12 17:00:00,2025-07-12 18:30:00,B737,Scheduled,C22,2025-07-12,schedule,scheduled,90.0
SN6744,SN,BOG,EUN,2025-07-12 20:45:00,2025-07-12 21:45:00,B777,Cancelled,D36,2025-07-12,schedule,scheduled,60.0
MH7111,MH,ADB,NKG,2025-07-12 21:15:00,2025-07-13 03:15:00,B737,Cancelled,D48,2025-07-12,schedule,scheduled,360.0
WN4242,WN,EUN,CUZ,2025-07-12 20:45:00,2025-07-12 23:15:00,A350,Cancelled,D46,2025-07-12,schedule,scheduled,150.0
QZ3913,QZ,BSB,TCP,2025-07-12 19:15:00,2025-07-13 01:00:00,B787,Cancelled,A15,2025-07-12,schedule,scheduled,345.0
I59793,I5,HEL,AMD,2025-07-12 17:00:00,2025-07-12 18:00:00,B787,Delayed,C42,2025-07-12,schedule,scheduled,60.0
NK2016,NK,SFO,IKT,2025-07-12 15:15:00,2025-07-12 19:00:00,B777,On Time,D30,2025-07-12,schedule,scheduled,225.0
G33328,G3,GDQ,JED,2025-07-12 14:00:00,2025-07-12 16:45:00,A320,Delayed,D30,2025-07-12,schedule,scheduled,165.0
NZ6446,NZ,SIN,HGH,2025-07-12 17:45:00,2025-07-12 23:45:00,B737,Cancelled,B43,2025-07-12,schedule,scheduled,360.0
SB9888,SB,XMS,PHL,2025-07-12 08:45:00,2025-07-12 11:00:00,B787,Scheduled,A8,2025-07-12,schedule,scheduled,135.0
BA8366,BA,CGH,CDG,2025-07-12 14:45:00,2025-07-12 19:45:00,A350,On Time,C41,2025-07-12,schedule,scheduled,300.0
UK1752,UK,CGK,YNY,2025-07-12 06:00:00,2025-07-12 11:15:00,B737,Delayed,A10,2025-07-12,schedule,scheduled,315.0
AY9040,AY,NGO,AHB,2025-07-12 07:30:00,2025-07-12 08:45:00,A350,On Time,C9,2025-07-12,schedule,scheduled,75.0
VA5679,VA,OGL,CTG,2025-07-13 00:45:00,2025-07-13 07:30:00,A320,Delayed,A25,2025-07-12,schedule,scheduled,405.0
AZ1495,AZ,WCA,TTU,2025-07-12 15:45:00,2025-07-12 21:15:00,A320,Delayed,C40,2025-07-12,schedule,scheduled,330.0
SB6009,SB,LGA,JED,2025-07-12 10:15:00,2025-07-12 11:45:00,A320,Cancelled,A1,2025-07-12,schedule,scheduled,90.0
BL2938,BL,AHB,ADB,2025-07-12 23:00:00,2025-07-13 03:45:00,B777,Scheduled,A1,2025-07-12,schedule,scheduled,285.0
SN7135,SN,CHC,GMB,2025-07-12 18:15:00,2025-07-12 21:15:00,B787,Cancelled,D21,2025-07-12,schedule,scheduled,180.0
TG6107,TG,HEL,MFM,2025-07-13 00:30:00,2025-07-13 05:30:00,B787,On Time,B50,2025-07-12,schedule,scheduled,300.0
KE8776,KE,TOE,DVO,2025-07-12 13:45:00,2025-07-12 16:00:00,B737,On Time,C16,2025-07-12,schedule,scheduled,135.0
PD1325,PD,ADZ,LST,2025-07-12 12:45:00,2025-07-12 15:00:00,B777,On Time,C37,2025-07-12,schedule,scheduled,135.0
D89674,D8,CHM,XNH,2025-07-12 08:30:00,2025-07-12 13:30:00,B777,Delayed,D35,2025-07-12,schedule,scheduled,300.0
UK4135,UK,GDL,TCP,2025-07-12 09:15:00,2025-07-12 15:15:00,B777,On Time,C27,2025-07-12,schedule,scheduled,360.0
KE2931,KE,IGR,JIJ,2025-07-12 08:00:00,2025-07-12 09:00:00,B737,On Time,C40,2025-07-12,schedule,scheduled,60.0
WN7157,WN,JUL,ICN,2025-07-12 11:15:00,2025-07-12 13:15:00,A350,Scheduled,B3,2025-07-12,schedule,scheduled,120.0
F81004,F8,AKL,DUR,2025-07-12 12:00:00,2025-07-12 18:45:00,A350,Cancelled,D7,2025-07-12,schedule,scheduled,405.0
KE2374,KE,DTW,ROT,2025-07-12 19:30:00,2025-07-13 00:45:00,A350,Delayed,C2,2025-07-12,schedule,scheduled,315.0
QZ7988,QZ,RMF,COR,2025-07-12 10:15:00,2025-07-12 13:00:00,A320,Scheduled,A36,2025-07-12,schedule,scheduled,165.0
W57312,W5,CNX,PER,2025-07-12 21:15:00,2025-07-12 23:15:00,A350,Delayed,D27,2025-07-12,schedule,scheduled,120.0
TD5820,TD,WJU,GAE,2025-07-12 22:00:00,2025-07-13 01:45:00,B777,Delayed,B6,2025-07-12,schedule,scheduled,225.0
BT5711,BT,TAE,TPE,2025-07-12 09:30:00,2025-07-12 16:00:00,B787,On Time,D28,2025-07-12,schedule,scheduled,390.0
LO2894,LO,DJE,PVR,2025-07-12 11:45:00,2025-07-12 18:15:00,B737,Cancelled,B28,2025-07-12,schedule,scheduled,390.0
OZ3018,OZ,SSH,XMN,2025-07-12 17:45:00,2025-07-12 20:00:00,B787,Scheduled,C48,2025-07-12,schedule,scheduled,135.0
IX9341,IX,LXR,CLT,2025-07-12 23:00:00,2025-07-13 02:45:00,B777,Delayed,A33,2025-07-12,schedule,scheduled,225.0
IR996,IR,SSH,GRU,2025-07-12 21:45:00,2025-07-13 04:00:00,B777,Scheduled,A47,2025-07-12,schedule,scheduled,375.0
QZ3451,QZ,TCP,YUL,2025-07-12 09:45:00,2025-07-12 10:45:00,A320,Cancelled,B34,2025-07-12,schedule,scheduled,60.0
PK9451,PK,LOS,JIJ,2025-07-12 06:15:00,2025-07-12 07:45:00,A320,Scheduled,A32,2025-07-12,schedule,scheduled,90.0
DJ5787,DJ,NKG,FCO,2025-07-12 21:30:00,2025-07-13 03:45:00,B737,On Time,A42,2025-07-12,schedule,scheduled,375.0
KQ1505,KQ,XNH,ILO,2025-07-12 07:15:00,2025-07-12 10:45:00,A350,Scheduled,C14,2025-07-12,schedule,scheduled,210.0
KQ2276,KQ,NKG,TTT,2025-07-12 10:15:00,2025-07-12 15:00:00,A320,Delayed,B38,2025-07-12,schedule,scheduled,285.0
OK6605,OK,ATF,WLG,2025-07-12 08:45:00,2025-07-12 11:15:00,A320,Cancelled,B33,2025-07-12,schedule,scheduled,150.0
HV6590,HV,OSM,SSH,2025-07-12 09:15:00,2025-07-12 11:00:00,A350,On Time,A46,2025-07-12,schedule,scheduled,105.0
W68170,W6,PUQ,YHZ,2025-07-12 07:15:00,2025-07-12 11:30:00,B737,Cancelled,C19,2025-07-12,schedule,scheduled,255.0
OS1024,OS,DJE,ZAL,2025-07-12 22:45:00,2025-07-13 02:45:00,B787,Scheduled,A15,2025-07-12,schedule,scheduled,240.0
DT6133,DT,TLV,GNI,2025-07-12 20:45:00,2025-07-13 00:15:00,B737,On Time,B19,2025-07-12,schedule,scheduled,210.0
OK7281,OK,LOS,BEV,2025-07-12 23:00:00,2025-07-13 02:00:00,A350,Delayed,B30,2025-07-12,schedule,scheduled,180.0
G35688,G3,HUN,NKG,2025-07-12 11:30:00,2025-07-12 12:30:00,B777,Cancelled,D17,2025-07-12,schedule,scheduled,60.0
QF4708,QF,OGL,DIR,2025-07-12 19:45:00,2025-07-13 01:15:00,B777,Scheduled,C23,2025-07-12,schedule,scheduled,330.0
FJ2875,FJ,VOG,HRG,2025-07-12 06:30:00,2025-07-12 10:15:00,A320,Cancelled,D26,2025-07-12,schedule,scheduled,225.0
JL3337,JL,MQX,CNS,2025-07-12 18:15:00,2025-07-12 22:30:00,B777,Delayed,D26,2025-07-12,schedule,scheduled,255.0
IR2636,IR,DEL,ATH,2025-07-12 22:45:00,2025-07-13 04:30:00,B777,Cancelled,D3,2025-07-12,schedule,scheduled,345.0
WS5378,WS,AYP,TAG,2025-07-12 14:00:00,2025-07-12 16:00:00,A320,On Time,D16,2025-07-12,schedule,scheduled,120.0
TT8027,TT,NQN,OSM,2025-07-12 20:45:00,2025-07-13 00:15:00,A350,Cancelled,D46,2025-07-12,schedule,scheduled,210.0
AV5634,AV,AKL,MAD,2025-07-12 22:45:00,2025-07-13 00:15:00,B777,Scheduled,C20,2025-07-12,schedule,scheduled,90.0
MP1882,MP,TOE,DME,2025-07-12 22:00:00,2025-07-13 02:30:00,B737,Scheduled,B11,2025-07-12,schedule,scheduled,270.0
LO4909,LO,HIJ,BOS,2025-07-13 00:15:00,2025-07-13 02:15:00,B787,Scheduled,A40,2025-07-12,schedule,scheduled,120.0
TS6067,TS,TIJ,MZG,2025-07-12 07:15:00,2025-07-12 12:45:00,A350,On Time,D27,2025-07-12,schedule,scheduled,330.0
BL3632,BL,LSC,CGK,2025-07-12 13:15:00,2025-07-12 17:15:00,B787,Scheduled,D41,2025-07-12,schedule,scheduled,240.0
FR4767,FR,PUQ,KRR,2025-07-12 21:30:00,2025-07-13 01:30:00,A320,On Time,D3,2025-07-12,schedule,scheduled,240.0
JJ358,JJ,YHM,MFM,2025-07-12 08:15:00,2025-07-12 14:00:00,B787,On Time,C36,2025-07-12,schedule,scheduled,345.0
GA5456,GA,MQX,GPS,2025-07-12 22:45:00,2025-07-13 04:45:00,B777,Delayed,B44,2025-07-12,schedule,scheduled,360.0
WS8611,WS,MLX,GMP,2025-07-12 19:30:00,2025-07-13 00:30:00,B737,Cancelled,A45,2025-07-12,schedule,scheduled,300.0
AY3119,AY,MTY,TSN,2025-07-12 09:00:00,2025-07-12 10:30:00,A350,Scheduled,A50,2025-07-12,schedule,scheduled,90.0
EY903,EY,DMM,EBM,2025-07-12 20:00:00,2025-07-13 02:00:00,A350,On Time,B48,2025-07-12,schedule,scheduled,360.0
XG6177,XG,KHH,PRG,2025-07-12 12:45:00,2025-07-12 19:00:00,B777,On Time,C50,2025-07-12,schedule,scheduled,375.0
MS7291,MS,JIJ,NPL,2025-07-12 09:45:00,2025-07-12 14:15:00,A320,Delayed,B37,2025-07-12,schedule,scheduled,270.0
SA8828,SA,HDS,CTS,2025-07-13 00:15:00,2025-07-13 06:00:00,A320,Scheduled,D4,2025-07-12,schedule,scheduled,345.0
WN5635,WN,CPH,AMD,2025-07-12 16:30:00,2025-07-12 21:00:00,B787,Scheduled,D32,2025-07-12,schedule,scheduled,270.0
W62045,W6,WCA,ROT,2025-07-12 07:15:00,2025-07-12 13:45:00,B777,Scheduled,D21,2025-07-12,schedule,scheduled,390.0
UA7083,UA,TIJ,GOI,2025-07-12 19:30:00,2025-07-12 23:00:00,B787,Cancelled,D11,2025-07-12,schedule,scheduled,210.0
GA4551,GA,GRJ,MDZ,2025-07-12 10:00:00,2025-07-12 14:15:00,A320,Cancelled,C23,2025-07-12,schedule,scheduled,255.0
WN8539,WN,CTU,RMF,2025-07-12 09:45:00,2025-07-12 14:15:00,B737,Delayed,B23,2025-07-12,schedule,scheduled,270.0
NZ3974,NZ,BGA,MTZ,2025-07-12 15:30:00,2025-07-12 18:00:00,B777,On Time,D33,2025-07-12,schedule,scheduled,150.0
B6589,B6,CPH,CAI,2025-07-12 23:15:00,2025-07-13 06:00:00,B787,Delayed,C18,2025-07-12,schedule,scheduled,405.0
NK1534,NK,NGO,BUD,2025-07-13 00:00:00,2025-07-13 04:00:00,B737,On Time,A29,2025-07-12,schedule,scheduled,240.0
TS5961,TS,LAS,MUH,2025-07-12 07:00:00,2025-07-12 13:45:00,A350,Delayed,D42,2025-07-12,schedule,scheduled,405.0
FR6677,FR,COR,ZCO,2025-07-12 17:15:00,2025-07-12 22:00:00,B777,Delayed,B3,2025-07-12,schedule,scheduled,285.0
JJ6063,JJ,SCY,HND,2025-07-12 08:15:00,2025-07-12 14:30:00,A350,Scheduled,D42,2025-07-12,schedule,scheduled,375.0
WG9930,WG,HKT,ESB,2025-07-12 17:30:00,2025-07-12 20:15:00,B737,Delayed,B12,2025-07-12,schedule,scheduled,165.0
LP3576,LP,ILO,CAI,2025-07-12 11:00:00,2025-07-12 15:45:00,B777,Delayed,A40,2025-07-12,schedule,scheduled,285.0
BL9007,BL,ETM,BUD,2025-07-12 11:30:00,2025-07-12 13:30:00,B737,Cancelled,A5,2025-07-12,schedule,scheduled,120.0
SA5772,SA,KMG,SHC,2025-07-12 22:00:00,2025-07-13 00:15:00,B737,On Time,C10,2025-07-12,schedule,scheduled,135.0
JJ1465,JJ,BGW,JRS,2025-07-12 12:15:00,2025-07-12 18:15:00,B777,Cancelled,D37,2025-07-12,schedule,scheduled,360.0
WJ5779,WJ,BOS,MCO,2025-07-12 06:00:00,2025-07-12 11:00:00,B777,Delayed,B20,2025-07-12,schedule,scheduled,300.0
AD9925,AD,TPE,TZX,2025-07-12 19:00:00,2025-07-12 20:45:00,A350,Cancelled,B22,2025-07-12,schedule,scheduled,105.0
MP7098,MP,CRK,TCP,2025-07-12 18:45:00,2025-07-12 22:00:00,B737,Scheduled,C33,2025-07-12,schedule,scheduled,195.0
LH1091,LH,IGR,GNI,2025-07-12 09:30:00,2025-07-12 13:45:00,A350,On Time,B41,2025-07-12,schedule,scheduled,255.0
AS3100,AS,DVO,BJR,2025-07-13 00:15:00,2025-07-13 03:45:00,A320,On Time,D42,2025-07-12,schedule,scheduled,210.0
G49017,G4,TCP,GNI,2025-07-12 09:15:00,2025-07-12 14:00:00,A320,Scheduled,B19,2025-07-12,schedule,scheduled,285.0
VA2606,VA,KHH,TCP,2025-07-13 00:30:00,2025-07-13 05:15:00,A350,On Time,B33,2025-07-12,schedule,scheduled,285.0
AF4810,AF,ICN,YOW,2025-07-12 14:45:00,2025-07-12 17:15:00,B737,Cancelled,D23,2025-07-12,schedule,scheduled,150.0
AI6333,AI,SEA,DJE,2025-07-12 21:45:00,2025-07-13 04:15:00,A350,Cancelled,C6,2025-07-12,schedule,scheduled,390.0
QZ4106,QZ,OCC,EMY,2025-07-12 09:30:00,2025-07-12 11:00:00,B737,Delayed,B40,2025-07-12,schedule,scheduled,90.0
AA9885,AA,ELS,CDG,2025-07-12 23:15:00,2025-07-13 03:30:00,A350,Cancelled,C11,2025-07-12,schedule,scheduled,255.0
GF8927,GF,TAG,MTZ,2025-07-12 22:15:00,2025-07-13 02:00:00,A350,Scheduled,A40,2025-07-12,schedule,scheduled,225.0
F98510,F9,GRJ,GDQ,2025-07-12 12:45:00,2025-07-12 16:30:00,B787,Scheduled,D12,2025-07-12,schedule,scheduled,225.0
SV6642,SV,MDZ,TLV,2025-07-12 13:15:00,2025-07-12 20:00:00,B787,Scheduled,B35,2025-07-12,schedule,scheduled,405.0
LO8421,LO,PRG,YHM,2025-07-12 20:15:00,2025-07-12 23:15:00,B737,Scheduled,D34,2025-07-12,schedule,scheduled,180.0
LP3860,LP,MAA,GAE,2025-07-12 18:00:00,2025-07-12 19:00:00,B787,Scheduled,A28,2025-07-12,schedule,scheduled,60.0
AV9531,AV,BCD,PUQ,2025-07-12 14:00:00,2025-07-12 15:30:00,A350,Cancelled,B30,2025-07-12,schedule,scheduled,90.0
F99670,F9,MAA,JFK,2025-07-13 00:15:00,2025-07-13 02:30:00,A320,Cancelled,A8,2025-07-12,schedule,scheduled,135.0
W59764,W5,BRC,CUN,2025-07-12 20:00:00,2025-07-12 21:00:00,B787,Delayed,A45,2025-07-12,schedule,scheduled,60.0
FZ1400,FZ,ADB,CGH,2025-07-12 13:45:00,2025-07-12 17:00:00,B787,Delayed,C22,2025-07-12,schedule,scheduled,195.0
SJ1849,SJ,SVO,PMC,2025-07-12 08:30:00,2025-07-12 12:00:00,B737,Cancelled,D34,2025-07-12,schedule,scheduled,210.0
SN1329,SN,BJX,LTX,2025-07-12 21:45:00,2025-07-13 01:00:00,A320,Cancelled,D20,2025-07-12,schedule,scheduled,195.0
XG6415,XG,LAX,NPL,2025-07-12 12:30:00,2025-07-12 16:15:00,A320,Cancelled,C20,2025-07-12,schedule,scheduled,225.0
IX3234,IX,TSN,HBA,2025-07-12 07:15:00,2025-07-12 10:30:00,A350,Cancelled,C9,2025-07-12,schedule,scheduled,195.0
AR490,AR,CTU,SLA,2025-07-12 22:45:00,2025-07-13 02:30:00,B737,Delayed,A27,2025-07-12,schedule,scheduled,225.0
QZ797,QZ,MEL,AYP,2025-07-12 09:00:00,2025-07-12 13:00:00,B787,Cancelled,D2,2025-07-12,schedule,scheduled,240.0
FD6097,FD,NJF,DVO,2025-07-12 20:00:00,2025-07-13 01:30:00,A350,Scheduled,D47,2025-07-12,schedule,scheduled,330.0
P55377,P5,SFS,GMP,2025-07-12 08:15:00,2025-07-12 13:45:00,A350,Scheduled,B10,2025-07-12,schedule,scheduled,330.0
LO4167,LO,JIJ,KRR,2025-07-12 15:45:00,2025-07-12 21:30:00,A350,Scheduled,B25,2025-07-12,schedule,scheduled,345.0
IR9590,IR,BNE,PYO,2025-07-12 17:45:00,2025-07-12 20:00:00,A350,Scheduled,A38,2025-07-12,schedule,scheduled,135.0
SW5457,SW,CTG,IGR,2025-07-12 13:45:00,2025-07-12 19:45:00,B777,On Time,B15,2025-07-12,schedule,scheduled,360.0
YM9125,YM,PMR,PYO,2025-07-12 07:45:00,2025-07-12 14:30:00,B787,Delayed,A22,2025-07-12,schedule,scheduled,405.0
GF5124,GF,CUE,IPC,2025-07-12 15:30:00,2025-07-12 18:30:00,B777,Cancelled,A45,2025-07-12,schedule,scheduled,180.0
F87729,F8,AMD,PIU,2025-07-13 00:15:00,2025-07-13 06:00:00,B787,Cancelled,C44,2025-07-12,schedule,scheduled,345.0
IR9285,IR,BGW,RPN,2025-07-12 19:00:00,2025-07-13 01:15:00,B777,Cancelled,B35,2025-07-12,schedule,scheduled,375.0
PX2576,PX,TAE,AYP,2025-07-12 19:00:00,2025-07-12 20:00:00,A350,On Time,A21,2025-07-12,schedule,scheduled,60.0
DJ4472,DJ,ATH,MFM,2025-07-12 08:00:00,2025-07-12 09:45:00,B787,Cancelled,D37,2025-07-12,schedule,scheduled,105.0
U25196,U2,JED,CEB,2025-07-12 23:30:00,2025-07-13 02:45:00,B737,Cancelled,B25,2025-07-12,schedule,scheduled,195.0
F93812,F9,COK,TIJ,2025-07-12 16:45:00,2025-07-12 18:45:00,B787,Cancelled,A39,2025-07-12,schedule,scheduled,120.0
LH3543,LH,MTZ,ELG,2025-07-12 18:00:00,2025-07-12 19:15:00,A320,Cancelled,B20,2025-07-12,schedule,scheduled,75.0
QF5816,QF,AUH,CLO,2025-07-12 08:15:00,2025-07-12 14:30:00,B737,On Time,C1,2025-07-12,schedule,scheduled,375.0
YM5744,YM,MAD,KZN,2025-07-13 00:15:00,2025-07-13 03:45:00,B777,Scheduled,C21,2025-07-12,schedule,scheduled,210.0
BA1099,BA,DUD,MZG,2025-07-12 20:45:00,2025-07-13 02:15:00,B787,On Time,B13,2025-07-12,schedule,scheduled,330.0
WG5248,WG,HUN,WCA,2025-07-12 17:15:00,2025-07-12 22:45:00,B777,On Time,D21,2025-07-12,schedule,scheduled,330.0
G42558,G4,ESB,TTU,2025-07-12 07:45:00,2025-07-12 09:30:00,B777,Scheduled,D31,2025-07-12,schedule,scheduled,105.0
F9640,F9,RMF,DRW,2025-07-12 08:15:00,2025-07-12 12:30:00,B777,Delayed,A22,2025-07-12,schedule,scheduled,255.0
VY2889,VY,DOH,YOW,2025-07-12 22:30:00,2025-07-13 01:00:00,A320,On Time,C39,2025-07-12,schedule,scheduled,150.0
VA7572,VA,AUH,MAD,2025-07-12 14:30:00,2025-07-12 20:15:00,B737,On Time,C48,2025-07-12,schedule,scheduled,345.0
NZ4545,NZ,PER,DXB,2025-07-12 14:00:00,2025-07-12 16:30:00,B737,Scheduled,C35,2025-07-12,schedule,scheduled,150.0
G37456,G3,ILR,LIM,2025-07-13 00:00:00,2025-07-13 03:15:00,A320,Cancelled,C21,2025-07-12,schedule,scheduled,195.0
